date,open,high,low,close,volume
2025-08-18,63.0,63.93000030517578,62.18000030517578,63.65999984741211,948595
2025-08-25,63.880001068115234,65.0999984741211,62.95000076293945,64.01000213623047,786778
2025-09-01,63.95000076293945,66.02999877929688,61.45000076293945,61.869998931884766,1165184
2025-09-08,62.0,64.08000183105469,61.689998626708984,62.689998626708984,1302427
2025-09-15,62.970001220703125,64.76000213623047,62.52000045776367,62.68000030517578,774723
2025-09-22,62.7400016784668,66.41999816894531,61.849998474121094,65.72000122070312,1315791
2025-09-29,65.06999969482422,65.4000015258789,60.400001525878906,60.880001068115234,1370831
2025-10-06,61.13999938964844,62.91999816894531,58.220001220703125,58.900001525878906,1341395
2025-10-13,59.0,60.16999816894531,56.599998474121094,57.540000915527344,1135836
2025-10-20,57.72999954223633,62.59000015258789,56.349998474121094,61.5,1909920
2025-10-27,61.81999969482422,62.16999816894531,59.63999938964844,60.97999954223633,1383149
2025-11-03,61.400001525878906,61.5,58.83000183105469,59.75,1049032
2025-11-10,59.869998931884766,61.279998779296875,58.119998931884766,60.09000015258789,1398288
2025-11-17,59.79999923706055,60.93000030517578,57.380001068115234,58.060001373291016,1043881
2025-11-24,58.04999923706055,59.63999938964844,57.099998474121094,58.54999923706055,1182908
2025-12-01,58.959999084472656,60.5,58.279998779296875,60.08000183105469,1269325
2025-12-08,60.150001525878906,60.29999923706055,57.0099983215332,57.439998626708984,1279337
2025-12-15,57.5,57.79999923706055,54.97999954223633,56.65999984741211,880850
2025-12-22,56.630001068115234,58.880001068115234,56.599998474121094,56.7400016784668,683640
2025-12-29,57.040000915527344,58.54999923706055,56.599998474121094,57.31999969482422,669055
2026-01-05,57.470001220703125,59.77000045776367,55.7599983215332,59.119998931884766,1671121
2026-01-12,59.0,62.36000061035156,58.45000076293945,59.439998626708984,1358587
2026-01-19,59.0099983215332,61.36000061035156,58.70000076293945,61.06999969482422,1554219
2026-01-26,61.220001220703125,66.4800033569336,60.13999938964844,65.20999908447266,2005466
2026-02-02,64.72000122070312,65.52999877929688,61.119998931884766,63.54999923706055,2080502
2026-02-09,62.9900016784668,65.83000183105469,62.13999938964844,62.88999938964844,1539587
2026-02-16,63.29999923706055,67.05000305175781,61.869998931884766,66.38999938964844,1164658
2026-02-23,65.88999938964844,67.83000183105469,63.599998474121094,67.0199966430664,1824864
2026-03-02,75.0,92.61000061035156,69.19999694824219,90.9000015258789,4212185
2026-03-09,98.0,119.4800033569336,76.7300033569336,98.70999908447266,3432476
2026-03-16,100.93000030517578,102.44000244140625,91.95999908447266,98.31999969482422,1501665
2026-03-23,100.51000213623047,101.66999816894531,84.37000274658203,99.63999938964844,2217715
2026-03-30,102.5999984741211,113.97000122070312,96.5,111.54000091552734,1304031
2026-04-06,112.95999908447266,117.62999725341797,91.05000305175781,96.56999969482422,2042705
2026-04-13,102.0,105.62999725341797,80.55999755859375,83.8499984741211,1211533
2026-04-20,89.0,98.38999938964844,87.0199966430664,94.4000015258789,1494339
2026-04-27,95.5999984741211,110.93000030517578,94.58999633789062,101.94000244140625,1429675
2026-05-04,99.7300033569336,107.45999908447266,88.66000366210938,95.41999816894531,1642998
2026-05-11,98.19000244140625,106.0,96.12999725341797,105.41999816894531,970994
2026-05-18,106.0,109.47000122070312,94.7300033569336,96.5999984741211,1251040
2026-05-25,93.87999725341797,94.69999694824219,86.3499984741211,87.36000061035156,1413905
2026-06-01,88.5,97.0,88.44999694824219,90.54000091552734,1293201
2026-06-08,93.0,95.47000122070312,83.19999694824219,84.87999725341797,1427761
2026-06-15,81.4000015258789,82.41999816894531,73.58000183105469,77.54000091552734,709545
2026-06-22,78.93000030517578,78.95999908447266,68.55999755859375,69.2300033569336,1248196
2026-06-29,70.5,71.5999984741211,67.04000091552734,68.77999877929688,932041
2026-07-06,68.68000030517578,76.08000183105469,67.81999969482422,71.41000366210938,1423058
2026-07-13,73.69000244140625,82.76000213623047,72.61000061035156,82.48999786376953,1261973
2026-07-20,83.76000213623047,93.5,80.2699966430664,89.30999755859375,1523285
2026-07-27,86.12000274658203,86.87000274658203,77.77999877929688,84.66999816894531,1541502
2026-08-03,80.0999984741211,82.33000183105469,74.23999786376953,78.18000030517578,1404540
2026-08-10,78.41999816894531,84.61000061035156,77.79000091552734,82.4000015258789,1243708
2026-08-17,82.52999877929688,89.0,81.5,87.05999755859375,860208
2026-08-24,86.5,86.56999969482422,79.62000274658203,83.4000015258789,1145478
2026-08-31,84.69000244140625,93.13999938964844,84.11000061035156,91.4800033569336,1447967
2026-09-07,92.26000213623047,104.45999908447266,90.87000274658203,100.05000305175781,1596964
2026-09-14,102.25,106.75,96.66999816894531,96.08000183105469,1621015
