date,open,high,low,close,volume
2026-09-14,107.3,108.75,105.85,108.65,2774
2026-09-15,106.4,107.15,105.9,106.05,2086
2026-09-16,106.75,108.55,106.6,108.15,2381
2026-09-17,108.45,109.9,108.1,109.9,3065
2026-09-18,109.8,110.45,109.25,110.35,1358
