date,open,high,low,close,volume
2026-06-17,4339.0,4377.0,4296.0,4358.89990234375,1961
2026-06-18,4279.7998046875,4323.2001953125,4223.7001953125,4224.10009765625,738
2026-06-22,4138.7998046875,4216.39990234375,4134.7998046875,4181.89990234375,1197
2026-06-23,4127.10009765625,4135.2001953125,4118.5,4129.89990234375,252
2026-06-24,4104.39990234375,4104.7001953125,3963.300048828125,3990.300048828125,353
2026-06-25,3988.39990234375,4030.5,3986.699951171875,4030.5,2724
2026-06-26,4078.699951171875,4078.699951171875,4078.699951171875,4078.699951171875,1431
2026-06-29,4057.5,4070.0,4003.199951171875,4022.300048828125,785
2026-06-30,4002.60009765625,4049.699951171875,3962.5,4022.89990234375,1108
2026-07-01,4013.10009765625,4100.0,3963.0,4068.300048828125,770
2026-07-02,4067.5,4140.10009765625,4062.0,4112.7001953125,228
2026-07-06,4175.39990234375,4199.7001953125,4134.2001953125,4155.10009765625,1024
2026-07-07,4126.5,4167.2001953125,4107.2001953125,4145.2998046875,53
2026-07-08,4116.2998046875,4120.2998046875,4053.0,4070.89990234375,292
2026-07-09,4066.39990234375,4130.60009765625,4064.199951171875,4130.60009765625,13
2026-07-10,4122.2998046875,4125.7998046875,4090.60009765625,4104.10009765625,389
2026-07-13,4081.0,4081.0,3985.89990234375,3997.0,679
2026-07-14,3995.699951171875,4091.199951171875,3986.5,4061.10009765625,1281
2026-07-15,4049.10009765625,4070.10009765625,4019.39990234375,4044.0,374
2026-07-16,4030.5,4030.5,3972.60009765625,3985.60009765625,812
2026-07-17,3975.5,4017.199951171875,3964.199951171875,4012.699951171875,141
2026-07-20,4003.39990234375,4018.89990234375,4002.699951171875,4010.300048828125,231
2026-07-21,4002.10009765625,4071.10009765625,3999.699951171875,4071.10009765625,87
2026-07-22,4096.2001953125,4152.10009765625,4096.2001953125,4146.89990234375,133
2026-07-23,4129.89990234375,4130.89990234375,4046.60009765625,4046.60009765625,59
2026-07-24,4067.60009765625,4068.0,4067.60009765625,4067.60009765625,2
2026-07-27,4090.10009765625,4107.89990234375,4072.699951171875,4074.5,36
2026-07-28,4025.699951171875,4036.300048828125,4025.699951171875,4036.300048828125,248
2026-07-29,4018.10009765625,4034.699951171875,4017.89990234375,4034.699951171875,89664
2026-07-30,4060.699951171875,4118.5,4028.5,4100.10009765625,16985
2026-07-31,4102.39990234375,4102.39990234375,4022.39990234375,4049.10009765625,1166
2026-08-03,4083.39990234375,4083.5,4026.5,4033.699951171875,698
2026-08-04,4050.5,4095.39990234375,4048.800048828125,4095.39990234375,426
2026-08-05,4130.0,4262.2001953125,4129.5,4245.7998046875,1349
2026-08-06,4297.0,4297.0,4228.0,4242.0,3101
2026-08-07,4277.0,4371.5,4274.0,4340.7001953125,422
2026-08-10,4336.10009765625,4390.10009765625,4336.10009765625,4361.7998046875,1303
2026-08-11,4408.60009765625,4408.60009765625,4365.10009765625,4383.0,204
2026-08-12,4406.5,4434.0,4406.2998046875,4408.89990234375,660
2026-08-13,4403.5,4445.0,4350.0,4363.60009765625,1491
2026-08-14,4322.10009765625,4397.10009765625,4315.0,4380.39990234375,673
2026-08-17,4394.7998046875,4428.5,4386.5,4417.7998046875,716
2026-08-18,4415.2001953125,4434.10009765625,4330.7001953125,4366.0,1283
2026-08-19,4339.7998046875,4524.10009765625,4327.60009765625,4489.39990234375,1336
2026-08-20,4506.7998046875,4530.0,4486.0,4516.2998046875,478
2026-08-21,4560.0,4624.10009765625,4560.0,4624.10009765625,311
2026-08-24,4638.0,4670.89990234375,4635.10009765625,4640.7998046875,1202
2026-08-25,4630.5,4638.10009765625,4626.2001953125,4638.10009765625,321
2026-08-26,4615.2998046875,4615.2998046875,4598.2001953125,4598.2001953125,1051
2026-08-27,4609.7001953125,4609.7001953125,4609.7001953125,4609.7001953125,5558
2026-08-28,4599.2998046875,4625.5,4451.7998046875,4478.10009765625,1758
2026-08-31,4430.0,4466.89990234375,4410.89990234375,4431.10009765625,360
2026-09-01,4402.0,4402.0,4329.10009765625,4348.0,191
2026-09-02,4328.0,4390.2001953125,4292.2001953125,4366.2998046875,72
2026-09-03,4426.2998046875,4510.0,4426.0,4491.7001953125,16
2026-09-04,4429.7998046875,4429.7998046875,4429.7998046875,4429.7998046875,145
2026-09-08,4391.89990234375,4406.10009765625,4384.39990234375,4393.89990234375,215
2026-09-09,4398.7001953125,4416.0,4397.39990234375,4416.0,86
2026-09-10,4418.89990234375,4420.0,4330.7001953125,4364.5,73
2026-09-11,4359.39990234375,4444.89990234375,4333.0,4408.89990234375,187975
2026-09-14,4375.0,4396.7998046875,4293.0,4351.89990234375,187975
2026-09-15,4340.2998046875,4358.2001953125,4323.7998046875,4343.2001953125,27188
