date,open,high,low,close,volume
2025-08-11,9177.2001953125,9222.099609375,9129.5,9138.900390625,637843000
2025-08-18,9138.900390625,9357.5,9126.900390625,9321.400390625,3256775300
2025-08-25,9321.400390625,9325.900390625,9179.2001953125,9187.2998046875,3150302300
2025-09-01,9187.2998046875,9253.5,9107.400390625,9208.2001953125,2853767600
2025-09-08,9208.2001953125,9340.7001953125,9190.599609375,9283.2998046875,3528570500
2025-09-15,9283.2998046875,9314.400390625,9195.7001953125,9216.7001953125,4989646800
2025-09-22,9216.7001953125,9292.099609375,9177.099609375,9284.7998046875,3269900600
2025-09-29,9284.7998046875,9494.599609375,9266.2998046875,9491.2998046875,3417701800
2025-10-06,9491.2001953125,9577.099609375,9414.599609375,9427.5,3652389600
2025-10-13,9427.5,9474.2998046875,9276.900390625,9354.599609375,3395870500
2025-10-20,9354.5,9645.599609375,9354.5,9645.599609375,3865985400
2025-10-27,9645.599609375,9787.599609375,9632.7998046875,9717.2998046875,3680038600
2025-11-03,9717.2998046875,9786.7998046875,9574.2001953125,9682.599609375,4421211500
2025-11-10,9682.599609375,9930.099609375,9610.5,9698.400390625,3842847700
2025-11-17,9698.400390625,9707.7001953125,9423.900390625,9539.7001953125,4097093100
2025-11-24,9539.7001953125,9740.2001953125,9521.5,9720.5,4876289400
2025-12-01,9720.599609375,9744.7998046875,9667.0,9667.0,3719533500
2025-12-08,9667.099609375,9761.5,9622.7001953125,9649.0,3735891200
2025-12-15,9649.0,9903.099609375,9649.0,9897.400390625,4574209800
2025-12-22,9897.400390625,9901.5,9829.400390625,9870.7001953125,1164014100
2025-12-29,9870.7001953125,10046.2998046875,9858.5,9951.099609375,1516153200
2026-01-05,9951.5,10158.400390625,9951.5,10124.599609375,3602349200
2026-01-12,10124.5,10257.7998046875,10089.900390625,10235.2998046875,4328415100
2026-01-19,10235.2998046875,10235.2998046875,10050.2001953125,10143.400390625,3794280600
2026-01-26,10143.099609375,10277.7001953125,10125.2998046875,10223.5,3835097100
2026-02-02,10223.7001953125,10481.5,10145.400390625,10369.7998046875,4791451800
2026-02-09,10369.7998046875,10535.7998046875,10316.0,10446.400390625,5402564800
2026-02-16,10446.2998046875,10745.7998046875,10446.2998046875,10686.900390625,4203924200
2026-02-23,10686.7998046875,10934.900390625,10645.7998046875,10910.599609375,5357679400
2026-03-02,10911.0,10911.0,10234.5,10284.7998046875,5887266000
2026-03-09,10285.0,10447.5,10082.0,10261.2001953125,5235140300
2026-03-16,10261.099609375,10447.7001953125,9915.7001953125,9918.2998046875,6425945000
2026-03-23,9918.5,10118.2001953125,9670.5,9967.400390625,5598562100
2026-03-30,9967.5,10465.2001953125,9958.099609375,10436.2998046875,4422096900
2026-04-06,10436.2001953125,10687.900390625,10330.900390625,10600.5,4028578700
2026-04-13,10601.5,10667.599609375,10528.599609375,10667.599609375,4340549300
2026-04-20,10668.400390625,10683.7001953125,10361.5,10379.099609375,3949755400
2026-04-27,10378.5,10410.7998046875,10188.7001953125,10363.900390625,4824362000
2026-05-04,10365.400390625,10488.2001953125,10164.2998046875,10233.099609375,3958162500
2026-05-11,10233.599609375,10375.7001953125,10152.099609375,10195.400390625,5142891400
2026-05-18,10194.7998046875,10497.2001953125,10151.5,10466.2998046875,3935621200
2026-05-25,10465.599609375,10557.2001953125,10381.2001953125,10409.2998046875,4942080600
2026-06-01,10409.2998046875,10415.7001953125,10238.599609375,10368.099609375,4178012800
2026-06-08,10369.099609375,10471.7001953125,10127.599609375,10471.7001953125,3998744200
2026-06-15,10471.400390625,10570.099609375,10352.900390625,10363.2998046875,5037195400
2026-06-22,10363.599609375,10575.2998046875,10332.400390625,10508.0,4722647600
2026-06-29,10507.7998046875,10701.2998046875,10429.2001953125,10679.0,3757593700
2026-07-06,10679.400390625,10747.0,10397.5,10497.2998046875,3243875000
2026-07-13,10498.099609375,10623.7001953125,10423.0,10600.400390625,3814401500
2026-07-20,10600.2998046875,10763.400390625,10483.099609375,10736.2001953125,3888826900
2026-07-27,10736.099609375,10989.5,10736.099609375,10868.099609375,4544571800
2026-08-03,10868.099609375,10959.900390625,10832.5,10901.099609375,5129409900
2026-08-10,10901.099609375,10910.900390625,10723.7001953125,10750.099609375,3466930200
2026-08-17,10750.0,10831.599609375,10684.400390625,10816.599609375,3521083900
2026-08-24,10816.2998046875,10920.5,10772.599609375,10824.2998046875,3444232700
2026-08-31,10824.599609375,10866.7998046875,10689.599609375,10831.099609375,3039854000
2026-09-07,10831.0,10868.2998046875,10594.2998046875,10650.400390625,2701011200
2026-09-14,10650.900390625,10823.0,10586.400390625,10816.1396484375,3126236700
