date,open,high,low,close,volume
2025-08-11,3383.199951171875,3394.800048828125,3377.699951171875,3382.60009765625,118486
2025-08-18,3382.39990234375,3423.39990234375,3353.39990234375,3418.5,697696
2025-08-25,3417.60009765625,3518.5,3396.10009765625,3516.10009765625,584485
2025-09-01,3517.89990234375,3655.5,3506.0,3653.300048828125,1065157
2025-09-08,3635.0,3715.199951171875,3621.699951171875,3686.39990234375,1041495
2025-09-15,3680.199951171875,3744.0,3660.5,3705.800048828125,1048876
2025-09-22,3721.300048828125,3824.60009765625,3718.10009765625,3809.0,1223560
2025-09-29,3788.800048828125,3923.300048828125,3785.5,3908.89990234375,1363373
2025-10-06,3913.5,4081.0,3909.199951171875,4000.39990234375,1742998
2025-10-13,4018.300048828125,4392.0,4011.300048828125,4213.2998046875,2018490
2025-10-20,4269.0,4398.0,4021.199951171875,4137.7998046875,1911843
2025-10-27,4103.2001953125,4123.7998046875,3901.300048828125,3996.5,1440936
2025-11-03,4001.0,4043.10009765625,3935.699951171875,4009.800048828125,822757
2025-11-10,4007.199951171875,4250.0,4004.199951171875,4094.199951171875,1464249
2025-11-17,4084.39990234375,4134.2998046875,3997.39990234375,4079.5,1232518
2025-11-24,4069.199951171875,4263.10009765625,4036.39990234375,4254.89990234375,723618
2025-12-01,4258.5,4299.60009765625,4194.0,4243.0,974786
2025-12-08,4228.10009765625,4387.7998046875,4197.7998046875,4328.2998046875,1033814
2025-12-15,4330.0,4409.5,4297.39990234375,4387.2998046875,1032064
2025-12-22,4369.89990234375,4584.0,4367.89990234375,4552.7001953125,784283
2025-12-29,4568.0,4581.2998046875,4284.2998046875,4329.60009765625,823301
2026-01-05,4368.2998046875,4527.0,4354.60009765625,4500.89990234375,1017982
2026-01-12,4529.10009765625,4650.5,4520.7998046875,4595.39990234375,1354377
2026-01-19,4633.7001953125,4991.39990234375,4622.2001953125,4979.7001953125,1602850
2026-01-26,5013.39990234375,5586.2001953125,4700.39990234375,4745.10009765625,1948982
2026-02-02,4816.0,5113.89990234375,4423.2001953125,4979.7998046875,1304449
2026-02-09,5003.60009765625,5144.5,4900.0,5046.2998046875,644410
2026-02-16,5050.0,5131.0,4854.2001953125,5080.89990234375,611688
2026-02-23,5128.7998046875,5299.0,5109.5,5247.89990234375,681207
2026-03-02,5360.0,5434.10009765625,5005.0,5158.7001953125,960060
2026-03-09,5186.7001953125,5248.7001953125,5014.10009765625,5061.7001953125,815528
2026-03-16,5010.0,5049.39990234375,4478.39990234375,4574.89990234375,1038342
2026-03-23,4450.0,4601.0,4100.0,4492.5,1175377
2026-03-30,4482.7998046875,4825.89990234375,4413.39990234375,4679.7001953125,353963
2026-04-06,4675.0,4888.0,4626.2001953125,4787.39990234375,705430
2026-04-13,4710.0,4917.7001953125,4626.0,4879.60009765625,607919
2026-04-20,4811.7998046875,4854.7998046875,4672.2001953125,4740.89990234375,657123
2026-04-27,4713.10009765625,4745.7998046875,4522.2001953125,4644.5,569792
2026-05-04,4644.0,4775.2001953125,4510.10009765625,4730.7001953125,647261
2026-05-11,4690.0,4783.39990234375,4513.7998046875,4561.89990234375,686492
2026-05-18,4547.60009765625,4593.2001953125,4455.0,4523.2001953125,706949
2026-05-25,4532.0,4627.10009765625,4363.5,4593.0,730997
2026-06-01,4575.2001953125,4577.2998046875,4336.60009765625,4365.2998046875,612733
2026-06-08,4354.0,4388.60009765625,4046.199951171875,4238.7998046875,830631
2026-06-15,4289.39990234375,4403.60009765625,4138.7001953125,4172.89990234375,661672
2026-06-22,4163.89990234375,4238.10009765625,3975.699951171875,4096.2998046875,751851
2026-06-29,4101.10009765625,4208.2998046875,3955.39990234375,4187.2998046875,505294
2026-07-06,4187.5,4215.5,4032.5,4113.7001953125,652518
2026-07-13,4106.60009765625,4112.5,3963.0,4018.800048828125,656312
2026-07-20,4005.60009765625,4171.39990234375,3986.5,4070.800048828125,635548
2026-07-27,4097.5,4170.7001953125,3993.800048828125,4107.0,652511
2026-08-03,4135.2001953125,4432.2998046875,4074.0,4399.7001953125,782281
2026-08-10,4400.0,4509.10009765625,4365.5,4437.2998046875,676002
2026-08-17,4440.0,4690.39990234375,4378.0,4680.60009765625,884725
2026-08-24,4673.39990234375,4755.0,4495.0,4529.89990234375,949950
2026-08-31,4483.2001953125,4558.5,4329.2001953125,4476.60009765625,937167
2026-09-07,4466.5,4488.7998046875,4333.0,4408.89990234375,770827
2026-09-14,4375.0,4413.10009765625,4273.2998046875,4391.60009765625,465243
