datetime,open,high,low,close,volume
2025-08-04,905.19140625,905.19140625,883.3997192382812,886.7523193359375,3898986
2025-08-05,901.8388061523438,923.6304931640624,898.4862670898438,923.6304931640624,4313174
2025-08-06,913.5728149414062,932.0119018554688,911.896484375,930.3355712890624,2825326
2025-08-07,937.0407104492188,943.745849609375,928.6593017578124,942.069580078125,3715097
2025-08-08,948.774658203125,972.2426147460938,938.7169799804688,968.8900756835938,5233071
2025-08-11,1030.9124755859375,1064.43798828125,1020.854736328125,1064.43798828125,9252906
2025-08-12,1082.8770751953125,1104.668701171875,1072.8194580078125,1096.287353515625,9715713
2025-08-13,1109.6976318359375,1156.6334228515625,1108.0213623046875,1134.841796875,8258791
2025-08-14,1136.51806640625,1144.8995361328125,1119.7552490234375,1138.1943359375,4446711
2025-08-15,1131.4892578125,1131.4892578125,1113.0501708984375,1121.4315185546875,2947162
2025-08-18,1111.3739013671875,1148.2520751953125,1111.3739013671875,1148.2520751953125,2770789
2025-08-19,1144.8995361328125,1151.6046142578125,1102.992431640625,1108.0213623046875,3423669
2025-08-20,1071.1431884765625,1087.906005859375,999.0631103515624,1000.7393798828124,10088094
2025-08-21,1022.531005859375,1034.2650146484375,1005.7681884765624,1015.8258666992188,7411931
2025-08-22,1012.4733276367188,1017.502197265625,994.0342407226562,995.7105102539062,3228737
2025-08-25,1035.9412841796875,1042.6463623046875,1015.8258666992188,1022.531005859375,3892573
2025-08-26,1015.8258666992188,1024.207275390625,997.3868408203124,1024.207275390625,3449551
2025-08-27,1024.207275390625,1024.207275390625,997.3868408203124,1000.7393798828124,5052511
2025-08-28,995.7105102539062,1012.4733276367188,995.7105102539062,997.3868408203124,3316608
2025-08-29,1012.4733276367188,1015.8258666992188,994.0342407226562,994.0342407226562,3584680
2025-09-01,983.9765625,985.65283203125,920.2778930664062,950.4509887695312,8549873
2025-09-02,968.8900756835938,1005.7681884765624,960.5086669921876,967.2137451171876,7233775
2025-09-03,983.9765625,994.0342407226562,972.2426147460938,980.6240234375,4071177
2025-09-04,1002.4156494140624,1019.178466796875,982.30029296875,983.9765625,6629785
2025-09-05,1009.1207885742188,1019.178466796875,1000.7393798828124,1014.1495971679688,5506417
2025-09-08,1039.2938232421875,1056.056640625,1027.559814453125,1047.6751708984375,5658898
2025-09-09,1039.2938232421875,1039.2938232421875,1002.4156494140624,1009.1207885742188,10010971
2025-09-10,1039.2938232421875,1109.6976318359375,1039.2938232421875,1109.6976318359375,8335049
2025-09-11,1123.1077880859375,1128.13671875,1092.934814453125,1109.6976318359375,9845855
2025-09-12,1124.7841796875,1131.4892578125,1079.5245361328125,1086.2296142578125,5939620
2025-09-15,1076.1719970703125,1087.906005859375,1057.73291015625,1079.5245361328125,3751851
2025-09-16,1074.4957275390625,1108.0213623046875,1072.8194580078125,1072.8194580078125,4353707
2025-09-17,1071.1431884765625,1082.8770751953125,1057.73291015625,1059.4091796875,3619269
2025-09-18,1059.4091796875,1092.934814453125,1052.7041015625,1072.8194580078125,4618669
2025-09-19,1082.8770751953125,1094.611083984375,1076.1719970703125,1082.8770751953125,3461902
2025-09-22,1086.2296142578125,1087.906005859375,1047.6751708984375,1047.6751708984375,3860159
2025-09-23,1056.056640625,1062.76171875,1044.3226318359375,1052.7041015625,3422816
2025-09-24,1052.7041015625,1052.7041015625,1012.4733276367188,1032.5887451171875,3625458
2025-09-25,1051.02783203125,1061.08544921875,1030.9124755859375,1037.6175537109375,4290842
2025-09-26,1051.02783203125,1057.73291015625,1012.4733276367188,1022.531005859375,4538638
2025-09-30,1037.6175537109375,1111.3739013671875,1037.6175537109375,1111.3739013671875,8745121
2025-10-01,1111.3739013671875,1133.16552734375,1092.934814453125,1106.3450927734375,6664929
2025-10-02,1143.22314453125,1148.2520751953125,1097.963623046875,1111.3739013671875,5643978
2025-10-03,1141.546875,1186.8065185546875,1141.546875,1161.6622314453125,8858559
2025-10-07,1181.7777099609375,1183.4539794921875,1148.2520751953125,1176.748779296875,4770490
2025-10-08,1159.9859619140625,1166.691162109375,1139.87060546875,1151.6046142578125,4192458
2025-10-09,1159.9859619140625,1168.367431640625,1109.6976318359375,1129.81298828125,7902711
2025-10-13,1092.934814453125,1149.9283447265625,1076.1719970703125,1149.9283447265625,7460440
2025-10-14,1181.7777099609375,1211.95068359375,1163.338623046875,1176.748779296875,8853620
2025-10-15,1200.216796875,1273.9730224609375,1191.8353271484375,1272.2967529296875,9024898
2025-10-16,1300.7935791015625,1322.585205078125,1275.6492919921875,1294.08837890625,6613487
2025-10-17,1300.7935791015625,1307.4986572265625,1268.9442138671875,1268.9442138671875,5291907
2025-10-20,1289.0595703125,1304.1461181640625,1270.6204833984375,1300.7935791015625,4393131
2025-10-21,1322.585205078125,1384.6075439453125,1322.585205078125,1362.81591796875,7200737
2025-10-22,1356.11083984375,1414.7806396484375,1344.3768310546875,1362.81591796875,7179491
2025-10-23,1347.7293701171875,1379.5787353515625,1346.0531005859375,1376.2261962890625,3606276
2025-10-27,1414.7806396484375,1423.1619873046875,1356.11083984375,1359.46337890625,4895908
2025-10-28,1361.1396484375,1374.5499267578125,1335.9954833984375,1369.52099609375,3059541
2025-10-29,1367.8447265625,1382.9312744140625,1356.11083984375,1377.9024658203125,2682725
2025-10-30,1391.312744140625,1451.6588134765625,1391.312744140625,1441.60107421875,6690897
2025-10-31,1456.6876220703125,1466.745361328125,1426.5145263671875,1463.3927001953125,3867965
2025-11-03,1453.3350830078125,1460.0401611328125,1424.8382568359375,1446.6300048828125,3460047
2025-11-04,1451.6588134765625,1466.745361328125,1436.572265625,1441.60107421875,2629867
2025-11-05,1389.636474609375,1414.7806396484375,1357.787109375,1396.341552734375,5658316
2025-11-06,1391.312744140625,1463.3927001953125,1387.9600830078125,1448.3062744140625,4338823
2025-11-07,1434.89599609375,1455.0113525390625,1366.16845703125,1366.16845703125,7221984
2025-11-10,1424.8382568359375,1453.3350830078125,1392.989013671875,1439.9248046875,9693700
2025-11-11,1478.479248046875,1582.40869140625,1478.479248046875,1582.40869140625,9861933
2025-11-12,1584.0849609375,1584.0849609375,1522.0626220703125,1528.7677001953125,7136938
2025-11-13,1522.0626220703125,1528.7677001953125,1478.479248046875,1495.2420654296875,5327876
2025-11-14,1463.3927001953125,1478.479248046875,1434.89599609375,1434.89599609375,6131289
2025-11-17,1463.3927001953125,1488.5369873046875,1444.95361328125,1458.3638916015625,4126445
2025-11-18,1428.19091796875,1441.60107421875,1384.6075439453125,1384.6075439453125,4983745
2025-11-19,1384.6075439453125,1433.2197265625,1382.9312744140625,1391.312744140625,4451636
2025-11-20,1473.450439453125,1485.1844482421875,1421.4857177734375,1434.89599609375,5895985
2025-11-21,1367.8447265625,1389.636474609375,1357.787109375,1372.8736572265625,4520818
2025-11-24,1361.1396484375,1376.2261962890625,1334.3192138671875,1351.0819091796875,7288282
2025-11-25,1391.312744140625,1408.075439453125,1361.1396484375,1398.017822265625,4055673
2025-11-26,1431.54345703125,1496.9183349609375,1416.4569091796875,1491.8895263671875,6548615
2025-11-27,1496.9183349609375,1517.03369140625,1483.508056640625,1491.8895263671875,3307776
2025-11-28,1501.9471435546875,1553.911865234375,1480.155517578125,1532.1202392578125,3791633
2025-12-01,1532.1202392578125,1532.1202392578125,1465.069091796875,1485.1844482421875,4300867
2025-12-02,1522.0626220703125,1567.3221435546875,1501.9471435546875,1501.9471435546875,6231806
2025-12-03,1512.0048828125,1558.940673828125,1505.2998046875,1542.177978515625,3596248
2025-12-04,1552.235595703125,1555.588134765625,1517.03369140625,1523.7388916015625,3043020
2025-12-05,1525.4151611328125,1590.7900390625,1525.4151611328125,1570.6746826171875,4965207
2025-12-08,1589.11376953125,1597.4952392578125,1542.177978515625,1552.235595703125,3068051
2025-12-09,1562.2933349609375,1568.9984130859375,1515.357421875,1515.357421875,4278571
2025-12-10,1525.4151611328125,1532.1202392578125,1501.9471435546875,1517.03369140625,2647850
2025-12-11,1527.0914306640625,1548.883056640625,1515.357421875,1515.357421875,3835784
2025-12-12,1527.0914306640625,1530.4439697265625,1468.421630859375,1476.802978515625,5188204
2025-12-15,1428.19091796875,1448.3062744140625,1421.4857177734375,1438.24853515625,3922893
