日期,目標股,趨勢延續分數,趨勢延續分數_100,趨勢延續標籤,信心,主要貢獻1,收盤價,5日均線,20日均線,均線排列,均線濾網,均線濾網註記
2026-09-25,3661.TW,-0.105,-10.5,弱偏空延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 255 天（樣本充足（>200，具統計意義））,,3770.0,3690.0,3793.75,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,3443.TW,-0.084,-8.4,方向不明/觀望,納入 17 檔關聯股；其中天數樣本最少的一檔為 250 天（樣本充足（>200，具統計意義））,力旺,8525.0,7870.0,6558.25,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,3035.TW,-0.0,-0.0,方向不明/觀望,納入 17 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,M31,206.5,198.5,183.03,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,8227.TW,-0.059,-5.9,方向不明/觀望,納入 17 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,,306.5,297.8,229.15,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,7707.TW,0.013,1.3,方向不明/觀望,納入 17 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,M31,127.0,125.2,115.85,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,7796.TW,-0.035,-3.5,方向不明/觀望,納入 17 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,M31,71.8,69.5,67.8,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,2454.TW,-0.012,-1.2,方向不明/觀望,納入 17 檔關聯股；其中天數樣本最少的一檔為 239 天（樣本充足（>200，具統計意義））,,5285.0,5014.0,4581.25,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,2379.TW,-0.106,-10.6,弱偏空延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,,749.0,745.4,723.5,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,3034.TW,-0.045,-4.5,方向不明/觀望,納入 17 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,台積電,543.0,547.6,543.55,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,8054.TW,-0.04,-4.0,方向不明/觀望,納入 17 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,穎崴,84.6,84.9,83.18,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,6695.TW,0.131,13.1,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 254 天（樣本充足（>200，具統計意義））,,49.9,50.2,48.7,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,2388.TW,-0.031,-3.1,方向不明/觀望,納入 17 檔關聯股；其中天數樣本最少的一檔為 252 天（樣本充足（>200，具統計意義））,,70.1,71.06,73.59,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,2363.TW,0.038,3.8,方向不明/觀望,納入 17 檔關聯股；其中天數樣本最少的一檔為 254 天（樣本充足（>200，具統計意義））,M31,58.7,58.24,53.43,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,3041.TW,-0.017,-1.7,方向不明/觀望,納入 17 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,M31,23.2,23.43,22.94,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,8299.TW,0.422,42.2,中度偏多延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,創見,2125.0,2145.0,2070.0,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,2337.TW,-0.293,-29.3,弱偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 254 天（樣本充足（>200，具統計意義））,,117.0,118.9,120.58,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,2344.TW,-0.336,-33.6,弱偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 256 天（樣本充足（>200，具統計意義））,兆易創新,171.5,172.4,174.12,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,6239.TW,-0.028,-2.8,方向不明/觀望,納入 10 檔關聯股；其中天數樣本最少的一檔為 112 天（樣本尚可（100–200，具參考意義））,華邦電,287.0,288.0,280.18,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,2329.TW,-0.077,-7.7,方向不明/觀望,納入 10 檔關聯股；其中天數樣本最少的一檔為 115 天（樣本尚可（100–200，具參考意義））,南亞科,44.4,44.08,43.11,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,8110.TW,-0.026,-2.6,方向不明/觀望,納入 10 檔關聯股；其中天數樣本最少的一檔為 113 天（樣本尚可（100–200，具參考意義））,華邦電,49.0,49.43,45.02,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,8150.TW,-0.015,-1.5,方向不明/觀望,納入 10 檔關聯股；其中天數樣本最少的一檔為 116 天（樣本尚可（100–200，具參考意義））,南亞科,112.0,104.0,93.08,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,6147.TW,0.033,3.3,方向不明/觀望,納入 8 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,瑞鼎,213.5,219.0,200.2,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,2449.TW,-0.228,-22.8,弱偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 259 天（樣本充足（>200，具統計意義））,,311.0,305.0,276.93,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,6257.TW,-0.213,-21.3,弱偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 259 天（樣本充足（>200，具統計意義））,世芯,243.0,244.5,222.7,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,3264.TW,-0.272,-27.2,弱偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 264 天（樣本充足（>200，具統計意義））,世芯,246.0,265.4,241.32,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,6223.TW,0.32,32.0,弱偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,MJC,5415.0,5504.0,5483.5,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,6510.TW,0.11,11.0,弱偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,,3310.0,3498.0,3401.0,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,6515.TW,0.18,18.0,弱偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,MJC,5850.0,6041.0,6607.75,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,6488.TW,0.328,32.8,弱偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,Siltronic,948.0,950.4,942.15,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,5483.TW,0.304,30.4,弱偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 239 天（樣本充足（>200，具統計意義））,SUMCO,188.5,187.6,182.22,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,3037.TW,0.542,54.2,中度偏多延續,納入 7 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,Ibiden,1185.0,1093.2,994.8,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,8046.TW,0.555,55.5,中度偏多延續,納入 7 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,AT&S,1240.0,1155.0,1116.5,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,3189.TW,0.522,52.2,中度偏多延續,納入 7 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,AT&S,962.0,886.0,834.15,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,1815.TW,-0.241,-24.1,弱偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,建榮,116.0,120.7,123.08,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,1802.TW,-0.231,-23.1,弱偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,建榮,58.4,58.96,59.17,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,5475.TW,-0.088,-8.8,方向不明/觀望,納入 5 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,建榮,181.0,181.3,184.68,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,1446.TW,-0.168,-16.8,弱偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 224 天（樣本充足（>200，具統計意義））,台燿,13.6,13.63,13.49,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,8358.TW,0.158,15.8,弱偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 250 天（樣本充足（>200，具統計意義））,台燿,511.0,497.0,504.15,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,1303.TW,0.23,23.0,弱偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,三井金屬,238.0,235.3,233.07,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,4989.TW,0.211,21.1,弱偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,台燿,59.4,60.52,61.19,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,2383.TW,-0.648,-64.8,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 263 天（樣本充足（>200，具統計意義））,金像電,5050.0,4938.0,5202.75,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,6274.TW,-0.609,-60.9,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 263 天（樣本充足（>200，具統計意義））,金居,1495.0,1441.0,1395.0,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-25,6213.TW,-0.482,-48.2,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 265 天（樣本充足（>200，具統計意義））,金居,595.0,549.6,528.0,多頭排列,,非強烈訊號，不套用均線濾網
