關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球上游_供應,M31,6643.TW,4,0.7321737991623029,0.5898047125770255,0.5417585894184582,0.5922161990790314,73.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",59.0,54.2,59.2,中度同向連動,261,0.487,0.7484259096058697,樣本充足（>200，具統計意義）,0.296
台灣高關聯股,京元電,2449.TW,4,0.7854677254535555,0.5535034610276406,0.594942772229218,0.5158178489751163,78.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",55.4,59.5,51.6,中度同向連動,259,0.502,1.0,樣本充足（>200，具統計意義）,0.26
全球合作_需求端,台積電,2330.TW,5,0.4050592599597987,0.3687179727225341,0.640340248280815,0.511591837085244,40.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",36.9,64.0,51.2,中度同向連動,250,0.492,0.9085384764811525,樣本充足（>200，具統計意義）,0.256
全球競爭_同業,,AVGO,5,-0.13476477189212663,-0.11746225917402316,0.20677193905438007,0.20957771192468702,-13.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-11.7,20.7,21.0,弱同向連動,262,0.592,0.004320878197608418,樣本充足（>200，具統計意義）,0.236
全球上游_供應,,SNPS,4,-0.04845158411222559,-0.2050231956875836,0.21261164479924954,0.239479055086431,-4.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-20.5,21.3,23.9,弱同向連動,262,0.576,0.019467159025054245,樣本充足（>200，具統計意義）,0.235
全球上游_供應,力旺,3529.TW,4,0.7579511366278029,0.516528149146373,0.5276882156202622,0.4341377775811999,75.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",51.7,52.8,43.4,中度同向連動,260,0.515,0.7060509943250887,樣本充足（>200，具統計意義）,0.232
全球合作_需求端,,AMZN,0,-0.47584483585842535,-0.07810279256720981,0.22226588736825195,0.1329607450097101,-47.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-7.8,22.2,13.3,弱同向連動,262,0.622,0.00012864190346846243,樣本充足（>200，具統計意義）,0.226
全球上游_供應,,CDNS,4,-0.14266687468554923,-0.19846185004627365,0.12663936093129907,0.1750513695681128,-14.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-19.8,12.7,17.5,弱同向連動,262,0.599,0.0020660822220044035,樣本充足（>200，具統計意義）,0.224
台灣高關聯股,穎崴,6515.TW,4,0.17487307999310872,0.11248137378923966,0.5462767344772429,0.42713362478134415,17.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",11.2,54.6,42.7,中度同向連動,263,0.471,0.43561108844698226,樣本充足（>200，具統計意義）,0.214
台灣高關聯股,旺矽,6223.TW,4,0.3406140449684318,0.1372610322102608,0.466688569633086,0.4240856471420444,34.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",13.7,46.7,42.4,中度同向連動,261,0.494,0.9561896133745628,樣本充足（>200，具統計意義）,0.212
全球合作_需求端,台積電,TSM,5,-0.0807841455746356,-0.1707812847086778,0.16557510829314417,0.1982200058889598,-8.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-17.1,16.6,19.8,弱同向連動,262,0.569,0.033250622928609024,樣本充足（>200，具統計意義）,0.201
全球上游_供應,,ARM,4,-0.20099725447278846,-0.21721468737662397,0.200773030667528,0.19136778582635333,-20.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-21.7,20.1,19.1,弱同向連動,262,0.569,0.035118936464842675,樣本充足（>200，具統計意義）,0.197
台灣高關聯股,精測,6510.TW,4,0.5500738937600308,0.0993966685647807,0.48593348568833605,0.37713149212317915,55.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",9.9,48.6,37.7,弱同向連動,258,0.446,0.10550366121374913,樣本充足（>200，具統計意義）,0.189
全球競爭_同業,,MRVL,5,-0.14703461925931002,-0.18574181339093399,0.20618606300837306,0.09934309644134064,-14.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-18.6,20.6,9.9,幾乎無關聯,261,0.586,0.007243055288110281,樣本充足（>200，具統計意義）,0.163
全球合作_需求端,,META,0,-0.286706081765899,-0.15708193647982696,0.2130814000829022,0.1361236222759661,-28.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-15.7,21.3,13.6,弱同向連動,262,0.565,0.04756871125711953,樣本充足（>200，具統計意義）,0.16
全球合作_需求端,,GOOGL,0,-0.4430904503606819,-0.2806001156985325,0.13742044768149245,0.047966690225125994,-44.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-28.1,13.7,4.8,幾乎無關聯,262,0.561,0.06291809018184685,樣本充足（>200，具統計意義）,0.085
全球合作_需求端,,MSFT,0,-0.26434890934982586,-0.1378271252393756,-0.07334522371265653,0.008151981490720746,-26.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-13.8,-7.3,0.8,幾乎無關聯,262,0.546,0.17343492916922063,樣本充足（>200，具統計意義）,0.05
