關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球合作_需求端,,AMZN,0,0.4387317779067717,0.5059155304971021,0.4829141629805851,0.41473093842706954,43.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",50.6,48.3,41.5,中度同向連動,287,0.505,0.9504624520946336,樣本充足（>200，具統計意義）,0.213
全球上游_供應,,CDNS,4,-0.13401085884526862,0.28020670016636334,0.1638466129877863,0.28253821378612937,-13.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",28.0,16.4,28.3,弱同向連動,287,0.544,0.17546802663161398,樣本充足（>200，具統計意義）,0.185
全球上游_供應,,SNPS,4,-0.09571081234087563,0.28359035880087075,0.1685310576717464,0.1634938086593512,-9.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",28.4,16.9,16.3,弱同向連動,287,0.537,0.26416902999344516,樣本充足（>200，具統計意義）,0.118
全球合作_需求端,,META,0,0.4749463107088234,0.29029987896620474,-0.021053494138774578,0.14896192143446751,47.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",29.0,-2.1,14.9,弱同向連動,287,0.537,0.2600596189282184,樣本充足（>200，具統計意義）,0.111
全球合作_需求端,台積電,TSM,5,-0.07265593125126724,-0.15915843901288645,0.21522839675586453,0.12207112941852939,-7.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-15.9,21.5,12.2,弱同向連動,287,0.537,0.256035456045999,樣本充足（>200，具統計意義）,0.098
全球上游_供應,,ARM,4,0.2366001345483007,0.0784606834673895,0.13992953195109883,0.13118764902136684,23.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",7.8,14.0,13.1,弱同向連動,287,0.53,0.3719032053377551,樣本充足（>200，具統計意義）,0.095
全球上游_供應,M31,6643.TW,4,0.11047945766849902,-0.02759891819720124,0.12455938945375516,0.10556615656227324,11.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-2.8,12.5,10.6,弱同向連動,266,0.538,0.27585623357119027,樣本充足（>200，具統計意義）,0.09
全球上游_供應,力旺,3529.TW,4,0.059738730847363794,-0.030604124727015975,0.2680380697367665,0.16737866523968195,6.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-3.1,26.8,16.7,弱同向連動,265,0.498,1.0,樣本充足（>200，具統計意義）,0.084
全球合作_需求端,,GOOGL,0,0.43319021642719124,0.5251608678323053,0.299075315560395,0.16748545723360014,43.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",52.5,29.9,16.7,弱同向連動,287,0.481,0.5981104869153288,樣本充足（>200，具統計意義）,0.084
全球合作_需求端,台積電,2330.TW,5,-0.03394352570617987,-0.04487357125811299,0.09625929199172144,0.08834944485333891,-3.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-4.5,9.6,8.8,幾乎無關聯,252,0.54,0.26480577044651865,樣本充足（>200，具統計意義）,0.084
全球競爭_同業,,MRVL,5,-0.1834974203855307,-0.3193258185180995,0.08044171714953584,-0.07726562535538385,-18.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-31.9,8.0,-7.7,幾乎無關聯,286,0.542,0.18722491047088416,樣本充足（>200，具統計意義）,0.081
全球競爭_同業,,AVGO,5,-0.19474788956323774,-0.16431948024396495,0.11869316500800926,0.09577108644360878,-19.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-16.4,11.9,9.6,幾乎無關聯,287,0.512,0.7635226017834702,樣本充足（>200，具統計意義）,0.06
台灣高關聯股,精測,6510.TW,4,-0.2776586581443001,-0.3874445176998202,-0.024920117363258804,0.058346778668055,-27.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-38.7,-2.5,5.8,幾乎無關聯,263,0.513,0.7528767079622904,樣本充足（>200，具統計意義）,0.042
台灣高關聯股,京元電,2449.TW,4,-0.23692539960198508,-0.03465145923688518,0.002437522705510064,-0.025839501842721508,-23.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-3.5,0.2,-2.6,幾乎無關聯,264,0.523,0.5317589948365328,樣本充足（>200，具統計意義）,0.036
台灣高關聯股,旺矽,6223.TW,4,-0.10551908587709619,-0.3520938314961634,0.09608407286578785,-0.011930309257813168,-10.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-35.2,9.6,-1.2,幾乎無關聯,267,0.517,0.6712866758296663,樣本充足（>200，具統計意義）,0.023
台灣高關聯股,穎崴,6515.TW,4,-0.37718834245712174,-0.331092834423457,0.04799700180686487,0.01422644004561911,-37.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-33.1,4.8,1.4,幾乎無關聯,268,0.451,0.14173755091365184,樣本充足（>200，具統計意義）,0.007
