關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
台灣高關聯股,鴻海,2317.TW,4,0.5801911119579398,0.3251779409279121,0.5429860494759272,0.612346548307442,58.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",32.5,54.3,61.2,中度同向連動,251,0.506,0.9594555206802963,樣本充足（>200，具統計意義）,0.312
全球競爭_同業,,HPE,4,0.06437530885396997,-0.03918889675955859,0.2671566089325083,0.28827323002930594,6.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-3.9,26.7,28.8,弱同向連動,257,0.584,0.010331442913497062,樣本充足（>200，具統計意義）,0.273
全球上游_供應,,NVDA,5,0.7240863694501404,0.049516042587583006,0.28134826289823267,0.26110092298549026,72.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",5.0,28.1,26.1,弱同向連動,258,0.589,0.006313842110945699,樣本充足（>200，具統計意義）,0.264
全球競爭_同業,Lenovo,0992.HK,3,0.23167453746497346,0.24167455767109192,0.469335813872473,0.4571183504328969,23.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",24.2,46.9,45.7,中度同向連動,255,0.533,0.34152173561087384,樣本充足（>200，具統計意義）,0.262
全球競爭_同業,,SMCI,5,0.7143528359836699,0.35944724522810706,0.4878257984307869,0.37004878674702774,71.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",35.9,48.8,37.0,弱同向連動,256,0.555,0.09898907570870812,樣本充足（>200，具統計意義）,0.24
台灣高關聯股,勤誠,8210.TW,4,0.24582753058280343,0.2492237235645445,0.3651655059118512,0.4222324898587999,24.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",24.9,36.5,42.2,中度同向連動,256,0.523,0.533770767562469,樣本充足（>200，具統計意義）,0.235
全球競爭_同業,,DELL,5,0.5112170854809895,0.18611820052730965,0.2873489796725354,0.35736801773106086,51.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",18.6,28.7,35.7,弱同向連動,258,0.55,0.13840391665593782,樣本充足（>200，具統計意義）,0.229
台灣高關聯股,晟銘電,3013.TW,3,0.1449001493116202,0.24683779378871787,0.4414571206300993,0.41208580318945376,14.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",24.7,44.1,41.2,中度同向連動,245,0.506,0.902912985753819,樣本充足（>200，具統計意義）,0.212
全球上游_供應,,AMD,4,0.3710118260622413,0.2769371552547558,0.3080749092612173,0.27304337194280226,37.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",27.7,30.8,27.3,弱同向連動,258,0.523,0.5440168956046022,樣本充足（>200，具統計意義）,0.16
全球合作_需求端,META/GOOGL/AMZN CapEx,MSFT,0,-0.24788764993331908,-0.3703211607586375,-0.094940016229419,0.08669582381426728,-24.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-37.0,-9.5,8.7,幾乎無關聯,258,0.496,1.0,樣本充足（>200，具統計意義）,0.043
