關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球合作_需求端,,AMZN,0,0.3697773811176447,0.2465097869937348,0.25948468068951114,0.3829330028939308,37.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",24.7,25.9,38.3,弱同向連動,287,0.509,0.8650398668910996,樣本充足（>200，具統計意義）,0.2
全球合作_需求端,台積電,2330.TW,5,-0.26443346176332294,-0.2426260768119328,0.14948091189747145,0.24484573979493668,-26.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-24.3,14.9,24.5,弱同向連動,252,0.532,0.41533210617133454,樣本充足（>200，具統計意義）,0.154
全球合作_需求端,,GOOGL,0,0.31833582313872827,0.19216581113273065,0.3602503974141524,0.2701526550817863,31.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",19.2,36.0,27.0,弱同向連動,287,0.484,0.6719109066851963,樣本充足（>200，具統計意義）,0.135
全球上游_供應,M31,6643.TW,4,0.2669067570816261,0.18731165534126476,0.17496521463609743,0.14503237268097527,26.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",18.7,17.5,14.5,弱同向連動,266,0.56,0.06041370587706262,樣本充足（>200，具統計意義）,0.133
全球上游_供應,,CDNS,4,0.4642132230141448,0.2506312864213566,0.28229645956712524,0.18187391997114905,46.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",25.1,28.2,18.2,弱同向連動,287,0.54,0.212269309063952,樣本充足（>200，具統計意義）,0.131
全球上游_供應,力旺,3529.TW,4,-0.2576353042193226,-0.26989530766706227,-0.05760147914237547,0.04000206182898238,-25.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-27.0,-5.8,4.0,幾乎無關聯,265,0.577,0.014936072928916334,樣本充足（>200，具統計意義）,0.117
全球上游_供應,,SNPS,4,0.40704146430128096,0.07142050552265683,0.2737360682209502,0.19647762740099378,40.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",7.1,27.4,19.6,弱同向連動,287,0.512,0.7578225737526227,樣本充足（>200，具統計意義）,0.11
台灣高關聯股,旺矽,6223.TW,4,-0.4880326186102376,-0.5180389525499822,0.12303988993646774,0.19521173979523157,-48.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-51.8,12.3,19.5,弱同向連動,267,0.498,0.9745962825782113,樣本充足（>200，具統計意義）,0.098
全球上游_供應,,ARM,4,0.4485469983835109,0.38028640606991465,0.1873114872778886,0.11925188295462713,44.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",38.0,18.7,11.9,弱同向連動,287,0.519,0.6058901242241621,樣本充足（>200，具統計意義）,0.079
全球合作_需求端,,MSFT,0,0.4749463107088234,0.29029987896620474,-0.021053494138774578,0.14896192143446751,47.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",29.0,-2.1,14.9,弱同向連動,287,0.498,1.0,樣本充足（>200，具統計意義）,0.074
台灣高關聯股,精測,6510.TW,4,-0.3928122413647683,-0.37836688247906936,0.12876097880017323,0.1252757410354187,-39.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-37.8,12.9,12.5,弱同向連動,263,0.502,1.0,樣本充足（>200，具統計意義）,0.065
全球競爭_同業,,MRVL,5,0.21990959038351635,0.2902521010955388,0.026968983216393926,0.030365411920324572,22.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",29.0,2.7,3.0,幾乎無關聯,286,0.542,0.20317961754677852,樣本充足（>200，具統計意義）,0.057
台灣高關聯股,京元電,2449.TW,4,-0.10916578455065587,-0.06797266497457713,0.13725914964828428,0.10641586144304677,-10.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-6.8,13.7,10.6,弱同向連動,264,0.489,0.7660559494537327,樣本充足（>200，具統計意義）,0.053
全球合作_需求端,台積電,TSM,5,0.23999338173395987,0.0925175443238528,-0.09402531093870882,0.09962344814103649,24.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",9.3,-9.4,10.0,弱同向連動,287,0.498,1.0,樣本充足（>200，具統計意義）,0.05
台灣高關聯股,穎崴,6515.TW,4,-0.8735453233822,-0.6819725497360839,-0.017058916412602022,0.07969754920359684,-87.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-68.2,-1.7,8.0,幾乎無關聯,268,0.5,1.0,樣本充足（>200，具統計意義）,0.04
全球競爭_同業,,AVGO,5,-0.01533406189433762,-0.20270418929098105,-0.021813282107152575,0.04425969626892442,-1.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-20.3,-2.2,4.4,幾乎無關聯,287,0.502,1.0,樣本充足（>200，具統計意義）,0.024
