關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球合作_需求端,,AMZN,0,0.4506207150525179,0.5047684781362416,0.4812919599360952,0.4137923550712303,45.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",50.5,48.1,41.4,中度同向連動,286,0.503,0.9980199414930254,樣本充足（>200，具統計意義）,0.21
全球上游_供應,,CDNS,4,-0.064638232543869,0.34112312319321897,0.18216782044059715,0.28828209581466385,-6.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",34.1,18.2,28.8,弱同向連動,286,0.545,0.15647847710027163,樣本充足（>200，具統計意義）,0.19
全球上游_供應,,SNPS,4,-0.05188577660164177,0.2997802180922717,0.17649795269462235,0.16657388715511035,-5.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",30.0,17.6,16.7,弱同向連動,286,0.538,0.23830277408447842,樣本充足（>200，具統計意義）,0.122
全球合作_需求端,,META,0,0.523436618619309,0.3138596312682557,-0.01314263055183793,0.1533307873721171,52.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",31.4,-1.3,15.3,弱同向連動,286,0.538,0.2358610359545193,樣本充足（>200，具統計意義）,0.115
全球合作_需求端,台積電,TSM,5,-0.05285213440539969,-0.156437417810212,0.22048027797426714,0.12176755353379663,-5.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-15.6,22.0,12.2,弱同向連動,286,0.535,0.2822444336911155,樣本充足（>200，具統計意義）,0.096
全球上游_供應,,ARM,4,0.16842456191757302,0.06021585675143475,0.13444870743634807,0.12574528813408925,16.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",6.0,13.4,12.6,弱同向連動,286,0.528,0.40453245235193913,樣本充足（>200，具統計意義）,0.091
全球上游_供應,M31,6643.TW,4,0.23784438490558002,0.05231561102277009,0.14754308993096008,0.10306222224374127,23.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",5.2,14.8,10.3,弱同向連動,265,0.536,0.3008198728818307,樣本充足（>200，具統計意義）,0.087
全球合作_需求端,,GOOGL,0,0.47845468631189114,0.5138309154249175,0.3065158343853033,0.1682463815187009,47.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",51.4,30.7,16.8,弱同向連動,286,0.479,0.5563652321267438,樣本充足（>200，具統計意義）,0.084
全球合作_需求端,台積電,2330.TW,5,-0.09245246794145537,-0.04996875261636348,0.0960049508246865,0.07999415488411171,-9.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-5.0,9.6,8.0,幾乎無關聯,251,0.542,0.23978351967070477,樣本充足（>200，具統計意義）,0.082
全球上游_供應,力旺,3529.TW,4,0.01455803436064547,-0.0005184639183158443,0.2657241229523117,0.1604370170459365,1.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-0.1,26.6,16.0,弱同向連動,264,0.5,1.0,樣本充足（>200，具統計意義）,0.08
全球競爭_同業,,MRVL,5,-0.20467190278692146,-0.3112023819267386,0.08445245883765197,-0.07832304091392674,-20.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-31.1,8.4,-7.8,幾乎無關聯,285,0.54,0.2089385538412489,樣本充足（>200，具統計意義）,0.08
全球競爭_同業,,AVGO,5,-0.22260418124239648,-0.18100890986771379,0.11793419991915986,0.09469889445494435,-22.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-18.1,11.8,9.5,幾乎無關聯,286,0.51,0.8096999425181186,樣本充足（>200，具統計意義）,0.058
台灣高關聯股,京元電,2449.TW,4,-0.2268768957748856,-0.022332255256658263,0.01444784138963685,-0.03345821081919119,-22.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-2.2,1.4,-3.3,幾乎無關聯,263,0.521,0.5748738130020568,樣本充足（>200，具統計意義）,0.038
台灣高關聯股,精測,6510.TW,4,-0.3439038717530724,-0.4422500422656718,-0.03294041613976997,0.03954517262058895,-34.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-44.2,-3.3,4.0,幾乎無關聯,262,0.511,0.7988659894031473,樣本充足（>200，具統計意義）,0.031
台灣高關聯股,旺矽,6223.TW,4,-0.1840129188553294,-0.39903539157638274,0.09237758208420485,-0.02233163596256506,-18.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-39.9,9.2,-2.2,幾乎無關聯,266,0.519,0.630629296553936,樣本充足（>200，具統計意義）,0.03
台灣高關聯股,穎崴,6515.TW,4,-0.3841468680629644,-0.35624400671600953,0.04677997745546677,0.00021262738065097988,-38.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-35.6,4.7,0.0,幾乎無關聯,267,0.453,0.15725817788294902,樣本充足（>200，具統計意義）,0.0
