關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球合作_需求端,台積電,TSM,5,0.8129523776193274,0.7411326131282397,0.68261244229507,0.6279245870738545,81.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",74.1,68.3,62.8,中度同向連動,285,0.502,1.0,樣本充足（>200，具統計意義）,0.316
全球競爭_同業,,MRVL,5,0.7472935248616572,0.7120447107986064,0.7476090184355052,0.5851342659185341,74.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",71.2,74.8,58.5,中度同向連動,284,0.507,0.961114507887239,樣本充足（>200，具統計意義）,0.3
全球競爭_同業,,AVGO,5,0.6716303929051539,0.4944245341577852,0.6033071189995542,0.5249292967106934,67.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",49.4,60.3,52.5,中度同向連動,285,0.47,0.36270042994143725,樣本充足（>200，具統計意義）,0.262
全球上游_供應,,CDNS,4,0.7217720872594877,0.4543731593389237,0.3844137426010856,0.4549857921111298,72.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",45.4,38.4,45.5,中度同向連動,285,0.456,0.1777197615542248,樣本充足（>200，具統計意義）,0.227
全球上游_供應,,SNPS,4,0.653644926422432,0.3807773466245647,0.3985611394589526,0.3454736821756169,65.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",38.1,39.9,34.5,弱同向連動,285,0.442,0.06970317481253166,樣本充足（>200，具統計意義）,0.173
全球上游_供應,M31,6643.TW,4,0.40999708401627405,0.34290553350046826,0.27685373295539145,0.23074339018254356,41.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",34.3,27.7,23.1,弱同向連動,264,0.515,0.6799783095595273,樣本充足（>200，具統計意義）,0.131
台灣高關聯股,京元電,2449.TW,4,0.3858126596120217,-0.022010459278498797,0.2701203490576807,0.16760852393476985,38.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-2.2,27.0,16.8,弱同向連動,262,0.515,0.7356038530293114,樣本充足（>200，具統計意義）,0.099
台灣高關聯股,精測,6510.TW,4,0.15263148906782795,-0.0159242333909463,0.24466517168797652,0.17637374916907075,15.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-1.6,24.5,17.6,弱同向連動,261,0.479,0.5987132433096196,樣本充足（>200，具統計意義）,0.088
全球上游_供應,力旺,3529.TW,4,-0.025013909150688882,0.08135508727261088,0.2884816267013053,0.1688067514596761,-2.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",8.1,28.8,16.9,弱同向連動,263,0.49,0.8793616295226867,樣本充足（>200，具統計意義）,0.084
全球合作_需求端,,META,0,0.6052798287093255,0.5103862646522105,0.22635372584899965,0.14230658209042307,60.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",51.0,22.6,14.2,弱同向連動,285,0.474,0.4313515999519829,樣本充足（>200，具統計意義）,0.071
全球合作_需求端,,AMZN,0,0.5872245648758717,0.20639808213650598,0.020299155791373917,0.13619981813947316,58.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",20.6,2.0,13.6,弱同向連動,285,0.46,0.20721646499806318,樣本充足（>200，具統計意義）,0.068
全球合作_需求端,,GOOGL,0,0.09754737485889875,0.012376085065408203,-0.004077440231012583,0.1326921129617071,9.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",1.2,-0.4,13.3,弱同向連動,285,0.456,0.16614403265663918,樣本充足（>200，具統計意義）,0.066
全球合作_需求端,,MSFT,0,0.19418201657165335,0.06240965214100079,0.12789374284647767,0.1253713385832574,19.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",6.2,12.8,12.5,弱同向連動,285,0.481,0.5952616043475234,樣本充足（>200，具統計意義）,0.063
台灣高關聯股,穎崴,6515.TW,4,-0.4649922627855914,-0.4222069860416229,0.08503895754303306,0.09137341124828946,-46.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-42.2,8.5,9.1,幾乎無關聯,266,0.508,0.9417417744641412,樣本充足（>200，具統計意義）,0.053
全球合作_需求端,台積電,2330.TW,5,0.5316321997051312,0.30941214584226623,0.07146649383688539,0.07728160772992573,53.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",30.9,7.1,7.7,幾乎無關聯,251,0.51,0.9085999448612493,樣本充足（>200，具統計意義）,0.049
台灣高關聯股,旺矽,6223.TW,4,-0.12915083978292222,-0.12902784334235368,0.2190375645164331,0.06628904814486,-12.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-12.9,21.9,6.6,幾乎無關聯,265,0.491,0.808767314940036,樣本充足（>200，具統計意義）,0.033
