關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
台灣高關聯股,台光電,2383.TW,3,0.5323923774476196,0.381147464900356,0.37137829245500664,0.27622255273438,53.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",38.1,37.1,27.6,弱同向連動,259,0.595,0.0038406131325717427,樣本充足（>200，具統計意義）,0.279
台灣高關聯股,聯茂,6213.TW,3,0.6527314225264681,0.58397442987702,0.4579206413541072,0.4342055985362938,65.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",58.4,45.8,43.4,中度同向連動,260,0.512,0.8169433576911409,樣本充足（>200，具統計意義）,0.229
全球競爭_同業,DuPont,DD,3,0.7144774572685406,0.3124050836698759,0.2259522705214361,0.10302006423106083,71.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",31.2,22.6,10.3,弱同向連動,251,0.558,0.09100385782501853,樣本充足（>200，具統計意義）,0.109
