關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球合作_需求端,台積電,TSM,5,0.8167493098600974,0.7562241111666751,0.6900747978711014,0.6275871865402965,81.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",75.6,69.0,62.8,中度同向連動,286,0.5,1.0,樣本充足（>200，具統計意義）,0.314
全球競爭_同業,,MRVL,5,0.7972957076629804,0.7384686774570343,0.7463591217123001,0.5859279623658825,79.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",73.8,74.6,58.6,中度同向連動,285,0.505,1.0,樣本充足（>200，具統計意義）,0.298
全球競爭_同業,,AVGO,5,0.6730101782737911,0.4975165597468118,0.5966972939641904,0.523919084361812,67.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",49.8,59.7,52.4,中度同向連動,286,0.469,0.33306510944124323,樣本充足（>200，具統計意義）,0.262
全球上游_供應,,CDNS,4,0.6711939996170762,0.4809734667800467,0.38503133868963574,0.4527718631469799,67.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",48.1,38.5,45.3,中度同向連動,286,0.455,0.159156195178516,樣本充足（>200，具統計意義）,0.226
全球上游_供應,,SNPS,4,0.6391137459806697,0.38729020126046637,0.403537454012599,0.3449932815233945,63.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",38.7,40.4,34.5,弱同向連動,286,0.441,0.06095589397763198,樣本充足（>200，具統計意義）,0.172
全球上游_供應,M31,6643.TW,4,0.4251001875610518,0.3561980797928474,0.27788396931668863,0.23750866341108245,42.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",35.6,27.8,23.8,弱同向連動,265,0.513,0.7312074846310201,樣本充足（>200，具統計意義）,0.132
台灣高關聯股,京元電,2449.TW,4,0.3982072882110246,0.0020316824743759425,0.269765931046534,0.164869362428722,39.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",0.2,27.0,16.5,弱同向連動,263,0.513,0.7810471347200012,樣本充足（>200，具統計意義）,0.096
台灣高關聯股,精測,6510.TW,4,0.18884043271821455,0.0143784875042058,0.25984201796734624,0.18179698148074058,18.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",1.4,26.0,18.2,弱同向連動,262,0.477,0.5535060471736599,樣本充足（>200，具統計意義）,0.091
全球上游_供應,力旺,3529.TW,4,-0.08278770795329057,0.06388950293151535,0.28687259377800656,0.15912265413803395,-8.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",6.4,28.7,15.9,弱同向連動,264,0.489,0.8269692193966023,樣本充足（>200，具統計意義）,0.08
全球合作_需求端,,META,0,0.6965331991707179,0.5126053732279684,0.22256767493786755,0.14118313521458126,69.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",51.3,22.3,14.1,弱同向連動,286,0.476,0.4699374716760696,樣本充足（>200，具統計意義）,0.071
全球合作_需求端,,AMZN,0,0.5960450438401704,0.22095147523547565,0.011371523928105365,0.13624780667547898,59.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",22.1,1.1,13.6,弱同向連動,286,0.462,0.23168706183000484,樣本充足（>200，具統計意義）,0.068
全球合作_需求端,,GOOGL,0,0.1445461193719062,0.05352691963654265,-0.021283051629079622,0.1312866850565713,14.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",5.4,-2.1,13.1,弱同向連動,286,0.458,0.18725285595842997,樣本充足（>200，具統計意義）,0.066
全球合作_需求端,,MSFT,0,0.16842456191757302,0.06021585675143475,0.13444870743634807,0.12574528813408925,16.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",6.0,13.4,12.6,弱同向連動,286,0.483,0.6389172241671335,樣本充足（>200，具統計意義）,0.063
台灣高關聯股,穎崴,6515.TW,4,-0.497486302209047,-0.4288939389026697,0.08646518398257973,0.08609791453826678,-49.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-42.9,8.6,8.6,幾乎無關聯,267,0.509,0.8877587453372835,樣本充足（>200，具統計意義）,0.052
全球合作_需求端,台積電,2330.TW,5,0.40764288963029266,0.27685738700556817,0.06623493962851204,0.06815250178876082,40.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",27.7,6.6,6.8,幾乎無關聯,251,0.51,0.9085999448612493,樣本充足（>200，具統計意義）,0.044
台灣高關聯股,旺矽,6223.TW,4,-0.24530899642163775,-0.146906618876758,0.2299651202872208,0.0673128345151024,-24.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-14.7,23.0,6.7,幾乎無關聯,266,0.492,0.8638535317978777,樣本充足（>200，具統計意義）,0.034
