關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球競爭_同業,Mitsubishi Electric,6503.T,3,0.4897769084495478,0.46762129003317054,0.47221650148041855,0.5568961545816472,49.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",46.8,47.2,55.7,中度同向連動,239,0.536,0.34914938001483997,樣本充足（>200，具統計意義）,0.314
全球競爭_同業,,COHR,5,0.003256989850610614,-0.04337852496914138,0.1649063747551832,0.13281193897012822,0.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-4.3,16.5,13.3,弱同向連動,254,0.677,3.934203526827146e-08,樣本充足（>200，具統計意義）,0.292
全球合作_需求端,GOOGL/MSFT/META資料中心CapEx,AMZN,0,0.09122219647851315,0.19227212021375434,0.4258623566383838,0.2624250003486878,9.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",19.2,42.6,26.2,弱同向連動,256,0.586,0.0085916628524471,樣本充足（>200，具統計意義）,0.261
全球競爭_同業,,AVGO,5,0.3907428060148918,0.2367362725316343,0.18444897642825034,0.07338484612875418,39.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",23.7,18.4,7.3,幾乎無關聯,256,0.656,1.2314964637874276e-06,樣本充足（>200，具統計意義）,0.232
全球競爭_同業,Sumitomo Electric,5802.T,4,0.6097346228216902,0.24862735304170433,0.3491812154990951,0.42886894192268665,61.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",24.9,34.9,42.9,中度同向連動,237,0.515,0.7655603093292456,樣本充足（>200，具統計意義）,0.229
全球合作_需求端,,NVDA,5,0.3247389506287893,-0.02646585594095679,0.1427885459404744,0.08536531091604901,32.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-2.6,14.3,8.5,幾乎無關聯,256,0.645,7.169696211512987e-06,樣本充足（>200，具統計意義）,0.225
全球競爭_同業,中際旭創,300308.SZ,5,0.15952268507789913,0.420728230128141,0.20448884069674444,0.2927682438945887,16.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",42.1,20.4,29.3,弱同向連動,253,0.557,0.10214475950319768,樣本充足（>200，具統計意義）,0.204
全球合作_需求端,,MRVL,4,0.36322610072334954,0.1462845765846271,0.17445659409533282,0.030324071936949276,36.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",14.6,17.4,3.0,幾乎無關聯,255,0.643,1.0407537599796545e-05,樣本充足（>200，具統計意義）,0.19
全球競爭_同業,,LITE,5,0.1459751217724777,-0.08056953223633696,0.12410161867505601,0.10202336181003788,14.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-8.1,12.4,10.2,弱同向連動,252,0.603,0.0019992914549011778,樣本充足（>200，具統計意義）,0.185
全球競爭_同業,新易盛,300502.SZ,5,0.26986983213196786,0.3849554936085447,0.14941031508243433,0.19794940088478644,27.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",38.5,14.9,19.8,弱同向連動,253,0.534,0.3710674564992328,樣本充足（>200，具統計意義）,0.133
全球上游_供應,,APD,0,0.06851679978889116,-0.15311781411224298,0.14535493250383288,0.1943745591660777,6.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-15.3,14.5,19.4,弱同向連動,254,0.496,1.0,樣本充足（>200，具統計意義）,0.097
全球上游_供應,,PD,0,0.09300412008349879,0.1399149253132348,-0.04877793451489861,-0.019328537581059044,9.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",14.0,-4.9,-1.9,幾乎無關聯,250,0.412,0.008901092989064947,樣本充足（>200，具統計意義）,0.012
