關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球競爭_同業,,SMCI,5,0.7215381603759818,0.6573742389647032,0.5757089917263856,0.6057195583455758,72.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",65.7,57.6,60.6,中度同向連動,285,0.509,0.7933779970078652,樣本充足（>200，具統計意義）,0.312
全球競爭_同業,,DELL,5,0.36079235628155043,0.276403129984048,0.5366363853577923,0.4335810122508656,36.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",27.6,53.7,43.4,中度同向連動,287,0.53,0.41950014387808177,樣本充足（>200，具統計意義）,0.246
全球競爭_同業,,HPE,4,0.5436723482301259,0.5669015046890845,0.5920503111947585,0.4370174917257934,54.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",56.7,59.2,43.7,中度同向連動,286,0.524,0.5709889363074111,樣本充足（>200，具統計意義）,0.243
全球上游_供應,,NVDA,5,0.885186303391262,0.30743197624448143,0.40731159245602483,0.4426989251398511,88.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",30.7,40.7,44.3,中度同向連動,287,0.512,0.797114151646571,樣本充足（>200，具統計意義）,0.234
台灣高關聯股,勤誠,8210.TW,4,-0.43975863240234064,-0.3081927771970187,0.12331741330891145,0.31488682942260876,-44.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-30.8,12.3,31.5,弱同向連動,265,0.502,1.0,樣本充足（>200，具統計意義）,0.159
台灣高關聯股,晟銘電,3013.TW,3,-0.4400942637760083,-0.2868698763247329,-0.011197914688865725,0.21560600429217314,-44.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-28.7,-1.1,21.6,弱同向連動,254,0.516,0.6092781647608709,樣本充足（>200，具統計意義）,0.124
全球競爭_同業,Lenovo,0992.HK,3,-0.33694123061181364,-0.104888781752616,0.10474233433596859,0.1893063046167691,-33.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-10.5,10.5,18.9,弱同向連動,273,0.473,0.43713269252891407,樣本充足（>200，具統計意義）,0.095
台灣高關聯股,鴻海,2317.TW,4,-0.13716281163033392,-0.01813819121123417,0.09801622829285742,0.14179978482594424,-13.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-1.8,9.8,14.2,弱同向連動,259,0.467,0.31847820860339915,樣本充足（>200，具統計意義）,0.071
全球合作_需求端,META/GOOGL/AMZN CapEx,MSFT,0,0.08998698777565566,-0.16869659431642922,0.17423518179856454,0.09173551258745256,9.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-16.9,17.4,9.2,幾乎無關聯,287,0.502,1.0,樣本充足（>200，具統計意義）,0.048
