關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球競爭_同業,Sumitomo Electric,5802.T,4,0.16691510625603556,0.4452943478584267,0.4003187207474947,0.37935646334829665,16.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",44.5,40.0,37.9,弱同向連動,243,0.551,0.1552967307096157,樣本充足（>200，具統計意義）,0.241
全球競爭_同業,,COHR,5,0.17396611144852553,0.35389048861413885,0.31955296767930247,0.16805014223045292,17.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",35.4,32.0,16.8,弱同向連動,260,0.592,0.007973258385630259,樣本充足（>200，具統計意義）,0.212
全球競爭_同業,,AVGO,5,0.36660434013645404,0.4120021681745544,0.4084023899706337,0.28006932553076086,36.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",41.2,40.8,28.0,弱同向連動,260,0.55,0.15242910343110155,樣本充足（>200，具統計意義）,0.19
全球競爭_同業,Mitsubishi Electric,6503.T,3,-0.2790227567943234,0.1579946287572245,0.3170941017077678,0.30468082130026075,-27.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",15.8,31.7,30.5,弱同向連動,245,0.531,0.45120588941480666,樣本充足（>200，具統計意義）,0.183
全球競爭_同業,中際旭創,300308.SZ,5,-0.011767488123416336,0.27983321367881847,0.2602084739509605,0.30844172554951266,-1.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",28.0,26.0,30.8,弱同向連動,257,0.521,0.6530927995090561,樣本充足（>200，具統計意義）,0.176
全球合作_需求端,,MRVL,4,-0.1207650674737481,-0.014215451884047476,0.22320690724981726,0.10853983836202133,-12.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-1.4,22.3,10.9,弱同向連動,259,0.587,0.009840852690123365,樣本充足（>200，具統計意義）,0.169
全球競爭_同業,,LITE,5,0.25055296116034886,0.44203474489488115,0.26623650842525187,0.07655129518401498,25.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",44.2,26.6,7.7,幾乎無關聯,258,0.581,0.025685447385276738,樣本充足（>200，具統計意義）,0.144
全球競爭_同業,新易盛,300502.SZ,5,0.03647886878406887,0.32446863565238243,0.2238936052806452,0.2655249394051345,3.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",32.4,22.4,26.6,弱同向連動,257,0.51,0.8911044918513475,樣本充足（>200，具統計意義）,0.142
全球合作_需求端,,NVDA,5,0.15935263610282427,0.21263029974200282,0.34790938231958407,0.09573490772625125,15.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",21.3,34.8,9.6,幾乎無關聯,260,0.538,0.28479655805733384,樣本充足（>200，具統計意義）,0.086
全球上游_供應,,PD,0,-0.18444179324838536,-0.28983146081876343,-0.3048844645039051,-0.1483840519429961,-18.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-29.0,-30.5,-14.8,弱反向連動,256,0.453,0.25133246927871133,樣本充足（>200，具統計意義）,0.074
全球合作_需求端,GOOGL/MSFT/META資料中心CapEx,AMZN,0,-0.380463590254785,-0.4390211181099084,0.046251485974500364,-0.017876516523092908,-38.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-43.9,4.6,-1.8,幾乎無關聯,260,0.55,0.13088934939875826,樣本充足（>200，具統計意義）,0.059
全球上游_供應,,APD,0,0.5407352653234025,0.13156086647786108,-0.10603136037126601,0.03578176980639761,54.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",13.2,-10.6,3.6,幾乎無關聯,260,0.535,0.3247833138478177,樣本充足（>200，具統計意義）,0.053
