日期,目標股,趨勢延續分數,趨勢延續分數_100,趨勢延續標籤,信心,主要貢獻1,收盤價,5日均線,20日均線,均線排列,均線濾網,均線濾網註記
2026-09-24,1802.TW,0.232,23.2,弱偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,建榮,57.6,59.04,59.29,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,5475.TW,0.138,13.8,弱偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,建榮,177.0,180.9,185.68,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,1446.TW,0.262,26.2,弱偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 223 天（樣本充足（>200，具統計意義））,台燿,13.65,13.66,13.49,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,8358.TW,0.851,85.1,強烈偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,台燿,497.0,494.7,505.75,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-24,1303.TW,0.994,99.4,強烈偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,台燿,227.5,235.3,232.2,多頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-24,4989.TW,0.873,87.3,強烈偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,台燿,59.9,60.84,61.63,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-24,2383.TW,-0.158,-15.8,弱偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 262 天（樣本充足（>200，具統計意義））,金像電,5020.0,4906.0,5224.75,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,6274.TW,-0.231,-23.1,弱偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 262 天（樣本充足（>200，具統計意義））,金居,1460.0,1416.0,1394.75,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,6213.TW,-0.148,-14.8,弱偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 264 天（樣本充足（>200，具統計意義））,金居,541.0,531.6,527.35,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2368.TW,0.233,23.3,弱偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,台燿,1140.0,1072.0,1077.2,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,3044.TW,0.071,7.1,方向不明/觀望,納入 9 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,台燿,543.0,525.4,505.27,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2313.TW,0.228,22.8,弱偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,台燿,224.0,228.7,232.38,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2327.TW,-0.083,-8.3,方向不明/觀望,納入 8 檔關聯股；其中天數樣本最少的一檔為 232 天（樣本充足（>200，具統計意義））,凱美,573.0,559.4,554.4,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2492.TW,-0.175,-17.5,弱偏空延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 235 天（樣本充足（>200，具統計意義））,凱美,306.0,308.4,305.18,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,6173.TW,-0.103,-10.3,弱偏空延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,大毅,302.5,307.7,282.0,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2382.TW,0.301,30.1,弱偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,晟銘電,341.5,343.1,339.35,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,6669.TW,0.191,19.1,弱偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 254 天（樣本充足（>200，具統計意義））,晟銘電,2105.0,2130.0,2318.87,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2376.TW,0.192,19.2,弱偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,鴻海,365.0,362.3,355.4,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2377.TW,0.41,41.0,中度偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,晟銘電,151.0,156.6,153.75,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2357.TW,0.36,36.0,弱偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 237 天（樣本充足（>200，具統計意義））,Lenovo,958.0,955.8,968.8,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,3324.TW,-0.509,-50.9,中度偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 235 天（樣本充足（>200，具統計意義））,建準,1595.0,1535.0,1396.0,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,3017.TW,-0.583,-58.3,中度偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,建準,3470.0,3437.0,3364.25,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,3653.TW,-0.502,-50.2,中度偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,建準,6410.0,5926.0,5740.5,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,3081.TW,-0.659,-65.9,中度偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,,2680.0,2844.0,2984.75,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2455.TW,-0.638,-63.8,中度偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,Sumitomo Electric,552.0,556.6,526.6,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,4991.TW,-0.683,-68.3,中度偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,Sumitomo Electric,447.5,478.4,483.0,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,4971.TW,-0.669,-66.9,中度偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,Sumitomo Electric,545.0,584.4,592.45,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,3105.TW,-0.654,-65.4,中度偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,497.0,493.6,465.43,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,8086.TW,-0.625,-62.5,中度偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 238 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,109.0,110.9,111.72,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,3363.TW,-0.719,-71.9,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,,643.0,679.4,707.55,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-24,3163.TW,-0.606,-60.6,中度偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,,663.0,678.6,705.85,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,4979.TW,-0.721,-72.1,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,,590.0,608.8,589.7,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-24,3450.TW,-0.663,-66.3,中度偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,Sumitomo Electric,520.0,536.6,553.27,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,4977.TW,-0.662,-66.2,中度偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,,166.5,172.9,173.46,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,6451.TW,-0.703,-70.3,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,,416.0,435.1,437.65,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-24,3711.TW,-0.798,-79.8,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 237 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,693.0,663.8,623.0,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-24,2330.TW,-0.796,-79.6,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 234 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,2500.0,2461.0,2429.0,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-24,3008.TW,-0.145,-14.5,弱偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,今國光,6190.0,6371.0,6711.75,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,3362.TW,-0.068,-6.8,方向不明/觀望,納入 4 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,今國光,170.0,175.2,185.65,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,3406.TW,-0.087,-8.7,方向不明/觀望,納入 4 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,亞光,905.0,947.2,993.25,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,4585.TW,-0.347,-34.7,弱偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,所羅門,295.0,299.5,296.18,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,6415.TW,0.157,15.7,弱偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,台達電,426.0,429.3,420.15,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,6526.TW,0.06,6.0,方向不明/觀望,納入 12 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,聯發科,840.0,742.0,661.2,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,3231.TW,0.221,22.1,弱偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 108 天（樣本尚可（100–200，具參考意義））,南亞科,180.0,184.0,185.43,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2615.TW,-0.277,-27.7,弱偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,陽明,113.5,117.7,114.88,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,8039.TW,0.282,28.2,弱偏多延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,台光電,256.0,269.2,289.12,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2301.TW,0.0,0.0,方向不明/觀望,納入 2 檔關聯股；其中天數樣本最少的一檔為 228 天（樣本充足（>200，具統計意義））,台達電,283.5,289.6,292.3,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2464.TW,-0.705,-70.5,強烈偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 255 天（樣本充足（>200，具統計意義））,廣運,195.0,198.2,193.82,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-24,2059.TW,-0.018,-1.8,方向不明/觀望,納入 2 檔關聯股；其中天數樣本最少的一檔為 255 天（樣本充足（>200，具統計意義））,勤誠,12390.0,12563.0,12911.0,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,6214.TW,-1.0,-100.0,強烈偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 222 天（樣本充足（>200，具統計意義））,零壹,190.0,192.0,187.68,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-24,2395.TW,-1.0,-100.0,強烈偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,樺漢,701.0,700.0,684.7,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-24,2474.TW,0.417,41.7,中度偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 234 天（樣本充足（>200，具統計意義））,Hon Hai,209.0,209.8,207.8,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,8103.TW,-0.329,-32.9,弱偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,台達電,123.5,126.7,120.67,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,6531.TW,0.244,24.4,弱偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 113 天（樣本尚可（100–200，具參考意義））,Samsung Electro-Mechanics,987.0,955.8,948.8,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,6770.TW,0.36,36.0,弱偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 112 天（樣本尚可（100–200，具參考意義））,Murata,73.1,72.82,71.22,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2303.TW,0.091,9.1,方向不明/觀望,納入 5 檔關聯股；其中天數樣本最少的一檔為 109 天（樣本尚可（100–200，具參考意義））,TDK,160.0,155.9,140.0,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,2421.TW,-0.306,-30.6,弱偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,台達電,163.0,166.4,167.25,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,4931.TW,-0.517,-51.7,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 252 天（樣本充足（>200，具統計意義））,,238.5,240.0,244.15,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,6830.TW,0.193,19.3,弱偏多延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,日月光,545.0,552.2,559.13,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,7711.TW,-0.572,-57.2,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 188 天（樣本尚可（100–200，具參考意義））,華擎,543.0,558.4,561.0,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,3234.TW,-1.0,-100.0,強烈偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 258 天（樣本充足（>200，具統計意義））,華星光,170.0,179.3,187.65,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-24,6291.TW,-1.0,-100.0,強烈偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 262 天（樣本充足（>200，具統計意義））,上詮,493.0,510.0,470.57,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-24,4908.TW,-0.221,-22.1,弱偏空延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 260 天（樣本充足（>200，具統計意義））,建準,210.0,230.9,227.68,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,NVDA,0.115,11.5,弱偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,,225.51,224.67,221.25,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,AMD,0.068,6.8,方向不明/觀望,納入 9 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,,614.61,591.76,512.97,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,DELL,0.076,7.6,方向不明/觀望,納入 9 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,,549.83,566.1,520.85,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,TSM,0.063,6.3,方向不明/觀望,納入 8 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,,446.57,441.73,427.36,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,INTC,-0.021,-2.1,方向不明/觀望,納入 8 檔關聯股；其中天數樣本最少的一檔為 250 天（樣本充足（>200，具統計意義））,,122.6,117.13,101.07,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,MU,0.061,6.1,方向不明/觀望,納入 8 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,,1071.88,1041.06,979.87,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,ARM,-0.283,-28.3,弱偏空延續,納入 16 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,台積電,332.56,305.83,262.07,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,GOOGL,-0.219,-21.9,弱偏空延續,納入 16 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,,337.83,348.17,342.21,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,META,-0.063,-6.3,方向不明/觀望,納入 16 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,,744.1,714.0,642.05,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,MSFT,-0.112,-11.2,弱偏空延續,納入 15 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,,500.59,498.35,499.39,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,AAPL,0.511,51.1,中度偏多延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 254 天（樣本充足（>200，具統計意義））,Samsung,336.13,331.17,317.75,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,TSLA,0.397,39.7,弱偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 264 天（樣本充足（>200，具統計意義））,Rivian,375.3,364.09,360.22,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-24,UNH,-1.0,-100.0,強烈偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 271 天（樣本充足（>200，具統計意義））,CVS Health,377.56,376.17,389.67,空頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
