關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
台灣高關聯股,台達電,2308.TW,4,0.1642499991249122,0.36737283936999315,0.4345125246923818,0.5189525565397602,16.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",36.7,43.5,51.9,中度同向連動,253,0.542,0.23502029900785787,樣本充足（>200，具統計意義）,0.301
台灣高關聯股,瀚荃,8103.TW,4,0.0275277022616187,0.32895560841819493,0.5574154211290627,0.4620646850422468,2.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",32.9,55.7,46.2,中度同向連動,250,0.536,0.3128710323832189,樣本充足（>200，具統計意義）,0.267
台灣高關聯股,光寶科,2301.TW,4,0.4865692851805568,0.11110460628843187,0.3446337425265457,0.429333575368685,48.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",11.1,34.5,42.9,中度同向連動,252,0.492,0.8989435146456325,樣本充足（>200，具統計意義）,0.215
全球競爭_同業,,VRT,4,0.29966952200218977,0.20567832763631985,0.32324194196661604,0.2699580673439942,30.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",20.6,32.3,27.0,弱同向連動,256,0.559,0.07818344881181309,樣本充足（>200，具統計意義）,0.194
全球競爭_同業,,APH,4,-0.013358723246421107,0.15713407930014564,0.1492656602648499,0.13642729332949363,-1.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",15.7,14.9,13.6,弱同向連動,249,0.574,0.026376740486337463,樣本充足（>200，具統計意義）,0.171
全球競爭_同業,,TEL,4,0.12603435245462136,0.2246673373558812,-0.01887292473742041,0.08085563307351121,12.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",22.5,-1.9,8.1,幾乎無關聯,249,0.518,0.6600581677806916,樣本充足（>200，具統計意義）,0.059
