日期,目標股,趨勢延續分數,趨勢延續分數_100,趨勢延續標籤,信心,主要貢獻1,收盤價,5日均線,20日均線,均線排列,均線濾網,均線濾網註記
2026-09-21,3661.TW,0.303,30.3,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,穎崴,3540.0,3415.0,3836.25,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-21,3443.TW,0.291,29.1,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,力旺,6450.0,6461.0,6094.75,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-21,3035.TW,0.243,24.3,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,M31,188.0,180.2,178.28,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-21,8227.TW,0.379,37.9,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,M31,280.0,267.7,201.43,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-21,7707.TW,0.323,32.3,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,M31,116.5,113.0,111.45,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-21,7796.TW,0.105,10.5,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,M31,70.3,71.28,66.12,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-21,2454.TW,0.389,38.9,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 238 天（樣本充足（>200，具統計意義））,,4710.0,4576.0,4376.0,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-21,2379.TW,0.432,43.2,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,,722.0,717.4,719.05,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-21,3034.TW,0.418,41.8,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,台積電,545.0,547.4,544.15,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-21,8054.TW,0.239,23.9,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,穎崴,84.4,82.96,82.86,多頭排列,,非強烈訊號，不套用均線濾網
