關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
台灣高關聯股,台燿,6274.TW,4,0.7804770999323354,0.5126661418789278,0.7090020393477526,0.6300908749628029,78.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",51.3,70.9,63.0,中度同向連動,262,0.534,0.4111157829757397,樣本充足（>200，具統計意義）,0.349
台灣高關聯股,金像電,2368.TW,4,0.4817358467387118,0.46531903751568876,0.6261560510449097,0.4743785396205031,48.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",46.5,62.6,47.4,中度同向連動,265,0.517,0.7560554702555082,樣本充足（>200，具統計意義）,0.254
台灣高關聯股,台光電,2383.TW,5,0.561935314209261,0.3046700718620208,0.543257105866422,0.45210569797519246,56.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",30.5,54.3,45.2,中度同向連動,262,0.527,0.5707984902653791,樣本充足（>200，具統計意義）,0.253
全球競爭_同業,古河電工,5801.T,5,0.7644103521627439,0.434314462745049,0.5880259258031609,0.4227864867436215,76.4,"樣本僅10天,樣本<30,僅供觀察,不影響權重",43.4,58.8,42.3,中度同向連動,250,0.532,0.41306805524796597,樣本充足（>200，具統計意義）,0.243
全球競爭_同業,三井金屬,5706.T,5,0.5578290068508831,0.44662373101556146,0.4623062037241175,0.4167739118071254,55.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",44.7,46.2,41.7,中度同向連動,249,0.51,0.9366605147194516,樣本充足（>200，具統計意義）,0.218
全球合作_需求端,高速PCB AI Switch,CCL,0,-0.0714547063896019,-0.0944983791085403,-0.058898560490184854,0.2121798805590666,-7.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-9.4,-5.9,21.2,弱同向連動,263,0.479,0.6335937439918704,樣本充足（>200，具統計意義）,0.106
