關聯欄位,公司名稱,股票代號,原始星等,corr_20d,corr_60d,corr_120d,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球競爭_同業,DuPont,DD,3,0.08072059390617875,0.2708328224551092,0.2709177323430282,250,0.576,0.022554266381359076,樣本充足（>200，具統計意義）,0.254
台灣高關聯股,台光電,2383.TW,3,0.1593975179020671,0.5020570739699033,0.3675367204087329,248,0.532,0.5448776758918717,樣本充足（>200，具統計意義）,0.216
台灣高關聯股,聯茂,6213.TW,3,0.2941892234549789,0.5624716682766421,0.3791617622030941,250,0.496,0.8826939959630169,樣本充足（>200，具統計意義）,0.19
