日期,目標股,趨勢延續分數,趨勢延續分數_100,趨勢延續標籤,信心,主要貢獻1,收盤價,5日均線,20日均線,均線排列,均線濾網,均線濾網註記
2026-09-22,2363.TW,0.618,61.8,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,M31,59.0,54.32,52.21,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3041.TW,0.569,56.9,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,M31,23.75,22.88,22.84,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,8299.TW,0.26,26.0,弱偏多延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,創見,2150.0,2059.0,2065.25,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2337.TW,1.0,100.0,強烈偏多延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 254 天（樣本充足（>200，具統計意義））,Infineon,120.0,119.4,121.85,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,2344.TW,1.0,100.0,強烈偏多延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 256 天（樣本充足（>200，具統計意義））,兆易創新,174.0,173.1,175.82,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,6239.TW,1.0,100.0,強烈偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 109 天（樣本尚可（100–200，具參考意義））,華邦電,292.5,281.5,279.4,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-22,2329.TW,1.0,100.0,強烈偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 112 天（樣本尚可（100–200，具參考意義））,南亞科,44.0,43.63,43.11,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-22,8110.TW,1.0,100.0,強烈偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 110 天（樣本尚可（100–200，具參考意義））,華邦電,52.1,46.38,44.53,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-22,8150.TW,1.0,100.0,強烈偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 113 天（樣本尚可（100–200，具參考意義））,南亞科,103.0,92.66,90.45,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-22,6147.TW,1.0,100.0,強烈偏多延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,瑞鼎,224.0,218.8,195.62,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-22,2449.TW,0.356,35.6,弱偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 256 天（樣本充足（>200，具統計意義））,,301.5,282.2,268.4,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6257.TW,0.373,37.3,弱偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 256 天（樣本充足（>200，具統計意義））,世芯,250.5,232.1,217.1,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3264.TW,0.282,28.2,弱偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 261 天（樣本充足（>200，具統計意義））,世芯,284.0,257.7,236.2,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6223.TW,0.805,80.5,強烈偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,MJC,5495.0,5608.0,5422.5,多頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,6510.TW,0.747,74.7,強烈偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,雍智,3485.0,3391.0,3278.75,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-22,6515.TW,0.816,81.6,強烈偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,,5795.0,6272.0,6646.25,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,6488.TW,0.906,90.6,強烈偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,Siltronic,931.0,935.2,942.65,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,5483.TW,0.904,90.4,強烈偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 238 天（樣本充足（>200，具統計意義））,SUMCO,186.5,184.6,181.1,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-22,3037.TW,0.758,75.8,強烈偏多延續,納入 7 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,Ibiden,1020.0,976.6,994.05,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,8046.TW,0.772,77.2,強烈偏多延續,納入 7 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,AT&S,1060.0,1086.0,1121.5,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,3189.TW,0.724,72.4,強烈偏多延續,納入 7 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,AT&S,827.0,822.0,830.0,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,1815.TW,0.268,26.8,弱偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,建榮,121.0,119.1,123.17,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,1802.TW,0.404,40.4,中度偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,建榮,60.1,59.16,59.42,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,5475.TW,0.131,13.1,弱偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,建榮,179.0,180.0,186.78,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,1446.TW,0.631,63.1,中度偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 223 天（樣本充足（>200，具統計意義））,台燿,13.85,13.58,13.49,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,8358.TW,0.645,64.5,中度偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,台燿,491.5,494.7,503.5,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,1303.TW,0.606,60.6,中度偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,台燿,239.5,235.5,230.97,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,4989.TW,0.627,62.7,中度偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,台燿,60.9,60.96,62.26,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2383.TW,-0.075,-7.5,方向不明/觀望,納入 6 檔關聯股；其中天數樣本最少的一檔為 260 天（樣本充足（>200，具統計意義））,金像電,4895.0,4886.0,5300.5,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6274.TW,-0.073,-7.3,方向不明/觀望,納入 6 檔關聯股；其中天數樣本最少的一檔為 260 天（樣本充足（>200，具統計意義））,金居,1435.0,1383.0,1398.5,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6213.TW,-0.318,-31.8,弱偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 262 天（樣本充足（>200，具統計意義））,富喬,542.0,523.8,530.45,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2368.TW,1.0,100.0,強烈偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,台燿,1045.0,1024.4,1071.7,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,3044.TW,1.0,100.0,強烈偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,台燿,524.0,510.2,499.27,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-22,2313.TW,1.0,100.0,強烈偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 252 天（樣本充足（>200，具統計意義））,台燿,222.0,228.2,233.38,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,2327.TW,0.116,11.6,弱偏多延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 232 天（樣本充足（>200，具統計意義））,凱美,557.0,543.6,551.8,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2492.TW,-0.041,-4.1,方向不明/觀望,納入 8 檔關聯股；其中天數樣本最少的一檔為 235 天（樣本充足（>200，具統計意義））,凱美,308.5,305.9,302.05,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6173.TW,0.026,2.6,方向不明/觀望,納入 8 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,大毅,308.0,310.3,272.5,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2382.TW,0.113,11.3,弱偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,晟銘電,344.5,343.3,338.48,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6669.TW,-0.103,-10.3,弱偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,晟銘電,2150.0,2146.0,2335.85,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2376.TW,0.103,10.3,弱偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,鴻海,368.0,357.0,353.65,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2377.TW,-0.1,-10.0,方向不明/觀望,納入 10 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,晟銘電,153.0,157.0,153.07,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2357.TW,0.041,4.1,方向不明/觀望,納入 10 檔關聯股；其中天數樣本最少的一檔為 236 天（樣本充足（>200，具統計意義））,Lenovo,960.0,947.0,968.05,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3324.TW,0.624,62.4,中度偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 235 天（樣本充足（>200，具統計意義））,建準,1520.0,1445.0,1343.0,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3017.TW,0.682,68.2,中度偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,建準,3415.0,3337.0,3346.0,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3653.TW,0.664,66.4,中度偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,建準,5790.0,5597.0,5697.0,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3081.TW,0.721,72.1,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,Sumitomo Electric,2875.0,2848.0,3040.75,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,2455.TW,0.748,74.8,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,Sumitomo Electric,572.0,546.6,514.7,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-22,4991.TW,0.644,64.4,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,Sumitomo Electric,498.0,466.1,488.35,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,4971.TW,0.674,67.4,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,Sumitomo Electric,581.0,587.6,592.75,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3105.TW,0.654,65.4,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,490.5,482.7,458.05,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,8086.TW,0.607,60.7,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 238 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,109.5,110.2,112.53,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3363.TW,0.714,71.4,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,,661.0,686.6,710.1,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,3163.TW,0.721,72.1,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,,667.0,675.6,717.0,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,4979.TW,0.775,77.5,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,,618.0,590.4,590.7,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,3450.TW,0.69,69.0,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,Sumitomo Electric,545.0,540.6,558.58,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,4977.TW,0.754,75.4,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,,174.0,175.4,173.2,多頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,6451.TW,0.8,80.0,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,,434.0,434.9,440.93,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,3711.TW,0.655,65.5,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 237 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,663.0,630.4,613.55,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2330.TW,0.676,67.6,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 234 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,2460.0,2422.0,2421.75,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3008.TW,-0.481,-48.1,中度偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,今國光,6400.0,6301.0,6742.25,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3362.TW,-0.61,-61.0,中度偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,今國光,174.5,177.1,188.85,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3406.TW,-0.51,-51.0,中度偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,亞光,952.0,975.6,981.5,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,4585.TW,0.029,2.9,方向不明/觀望,納入 9 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,所羅門,299.0,299.9,296.73,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6415.TW,0.459,45.9,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,台達電,427.5,424.0,424.32,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6526.TW,0.405,40.5,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,聯發科,724.0,672.8,641.25,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,3231.TW,0.591,59.1,中度偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 106 天（樣本尚可（100–200，具參考意義））,南亞科,186.5,185.8,185.47,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2615.TW,-0.273,-27.3,弱偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,陽明,117.0,118.8,114.8,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,8039.TW,1.0,100.0,強烈偏多延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,台光電,265.0,272.0,296.85,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,2301.TW,0.125,12.5,弱偏多延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 226 天（樣本充足（>200，具統計意義））,台達電,288.5,287.0,294.3,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2464.TW,-0.706,-70.6,強烈偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 255 天（樣本充足（>200，具統計意義））,廣運,192.5,193.6,194.7,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-22,2059.TW,-1.0,-100.0,強烈偏空延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 254 天（樣本充足（>200，具統計意義））,勤誠,12800.0,12419.0,13100.5,空頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-22,6214.TW,-1.0,-100.0,強烈偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 221 天（樣本充足（>200，具統計意義））,零壹,191.5,192.7,186.82,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-22,2395.TW,-0.267,-26.7,弱偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,樺漢,706.0,695.4,682.65,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2474.TW,-0.396,-39.6,弱偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 234 天（樣本充足（>200，具統計意義））,Hon Hai,211.0,209.1,207.55,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,8103.TW,-0.037,-3.7,方向不明/觀望,納入 5 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,台達電,128.5,127.9,119.75,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6531.TW,0.565,56.5,中度偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 111 天（樣本尚可（100–200，具參考意義））,Samsung Electro-Mechanics,948.0,945.4,944.4,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6770.TW,0.479,47.9,中度偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 110 天（樣本尚可（100–200，具參考意義））,Murata,72.7,72.06,70.97,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2303.TW,0.421,42.1,中度偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 108 天（樣本尚可（100–200，具參考意義））,TDK,156.0,148.0,136.43,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,2421.TW,-0.184,-18.4,弱偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,台達電,166.5,164.9,166.3,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,4931.TW,-0.05,-5.0,方向不明/觀望,納入 6 檔關聯股；其中天數樣本最少的一檔為 252 天（樣本充足（>200，具統計意義））,,239.5,238.0,246.25,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6830.TW,0.566,56.6,中度偏多延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,日月光,553.0,542.0,557.33,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,7711.TW,0.844,84.4,強烈偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 186 天（樣本尚可（100–200，具參考意義））,華擎,544.0,558.2,556.3,多頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-22,3234.TW,-0.393,-39.3,弱偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 256 天（樣本充足（>200，具統計意義））,華星光,178.5,181.6,188.53,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,6291.TW,-0.341,-34.1,弱偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 260 天（樣本充足（>200，具統計意義））,上詮,508.0,512.7,461.73,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-22,4908.TW,-1.0,-100.0,強烈偏空延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 258 天（樣本充足（>200，具統計意義））,建準,232.0,240.1,224.72,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
