日期,目標股,趨勢延續分數,趨勢延續分數_100,趨勢延續標籤,信心,主要貢獻1,收盤價,5日均線,20日均線,均線排列,均線濾網,均線濾網註記
2026-09-23,3661.TW,0.291,29.1,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 254 天（樣本充足（>200，具統計意義））,穎崴,3715.0,3551.0,3814.0,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,3443.TW,0.438,43.8,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,力旺,8375.0,7218.0,6309.5,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,3035.TW,0.42,42.0,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,M31,203.0,190.3,180.35,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,8227.TW,0.486,48.6,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,M31,305.0,281.9,214.38,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,7707.TW,0.513,51.3,中度偏多延續,納入 16 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,M31,125.5,119.3,114.05,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,7796.TW,0.401,40.1,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,M31,68.6,69.44,66.87,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,2454.TW,0.425,42.5,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 238 天（樣本充足（>200，具統計意義））,,5180.0,4726.0,4448.25,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,2379.TW,0.349,34.9,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,,755.0,731.8,720.6,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,3034.TW,0.462,46.2,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 250 天（樣本充足（>200，具統計意義））,台積電,557.0,550.6,543.8,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,8054.TW,0.268,26.8,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,穎崴,86.1,84.66,83.15,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,6695.TW,0.458,45.8,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,,50.3,50.23,48.57,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,2388.TW,0.459,45.9,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,,70.9,70.8,73.83,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,2363.TW,0.397,39.7,弱偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,M31,60.3,55.98,52.66,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-23,3041.TW,0.512,51.2,中度偏多延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,M31,23.7,23.16,22.88,多頭排列,,非強烈訊號，不套用均線濾網
