關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
台灣高關聯股,建準,2421.TW,3,0.4846477905227164,0.5212765957956106,0.6540675325918157,0.6561139258402972,48.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",52.1,65.4,65.6,中度同向連動,239,0.473,0.47517821734913845,樣本充足（>200，具統計意義）,0.328
台灣高關聯股,富世達,6805.TW,4,0.04939951490359852,0.1049490732417294,0.5081777816250855,0.5419258241090573,4.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",10.5,50.8,54.2,中度同向連動,237,0.481,0.6502366786819325,樣本充足（>200，具統計意義）,0.271
全球競爭_同業,,VRT,5,-0.46266943411580763,-0.04594070229571354,0.2259597439706355,0.20161017273704215,-46.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-4.6,22.6,20.2,弱同向連動,245,0.596,0.004136171598419913,樣本充足（>200，具統計意義）,0.236
全球合作_需求端,,SMCI,4,-0.09818101299126894,-0.08970812276241152,-0.025227430735222094,0.10273355373278337,-9.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-9.0,-2.5,10.3,弱同向連動,243,0.584,0.011353560971951388,樣本充足（>200，具統計意義）,0.163
全球競爭_同業,,ETN,5,-0.2669262423943576,0.019403527631402993,0.13569108304876132,0.19393623273355057,-26.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",1.9,13.6,19.4,弱同向連動,245,0.551,0.1467659811990361,樣本充足（>200，具統計意義）,0.148
全球上游_供應,GPU功耗,NVDA,0,-0.41908580234713944,-0.15041607398211568,0.009462110972320721,0.04493369368139573,-41.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-15.0,0.9,4.5,幾乎無關聯,245,0.6,0.0026815379987537927,樣本充足（>200，具統計意義）,0.147
全球競爭_同業,Nidec,6594.T,4,0.06792399414689432,0.047349815212941036,0.2083319842590333,0.23284933349893921,6.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",4.7,20.8,23.3,弱同向連動,229,0.528,0.47483319073982655,樣本充足（>200，具統計意義）,0.145
全球競爭_同業,,MOD,4,-0.12991471396930385,-0.05037632155462466,0.17614918389681444,0.1600306880751999,-13.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-5.0,17.6,16.0,弱同向連動,244,0.557,0.09413057302395184,樣本充足（>200，具統計意義）,0.137
台灣高關聯股,高力,8996.TW,4,0.17008309339603417,0.19389199084387518,0.38779102334746857,0.27467288874661155,17.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",19.4,38.8,27.5,弱同向連動,242,0.5,1.0,樣本充足（>200，具統計意義）,0.137
