日期,目標股,趨勢延續分數,趨勢延續分數_100,趨勢延續標籤,信心,主要貢獻1,收盤價,5日均線,20日均線,均線排列,均線濾網,均線濾網註記
2026-09-17,6669.TW,0.938,93.8,強烈偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 250 天（樣本充足（>200，具統計意義））,勤誠,2165.0,2275.0,2332.03,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,2376.TW,0.963,96.3,強烈偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,鴻海,350.0,346.1,350.5,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,2377.TW,0.957,95.7,強烈偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 237 天（樣本充足（>200，具統計意義））,鴻海,153.5,149.9,149.97,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,2357.TW,0.859,85.9,強烈偏多延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 234 天（樣本充足（>200，具統計意義））,Lenovo,939.0,940.4,962.5,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,3324.TW,0.427,42.7,中度偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 233 天（樣本充足（>200，具統計意義））,建準,1360.0,1335.0,1251.85,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,3017.TW,0.272,27.2,弱偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,建準,3175.0,3281.0,3253.25,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,3653.TW,0.316,31.6,弱偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,建準,5240.0,5583.0,5627.5,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,3081.TW,0.861,86.1,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,Sumitomo Electric,2805.0,2774.0,3040.25,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,2455.TW,0.877,87.7,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,Sumitomo Electric,515.0,524.8,484.75,多頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,4991.TW,0.886,88.6,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,Sumitomo Electric,428.0,447.7,487.27,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,4971.TW,0.925,92.5,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,Sumitomo Electric,574.0,559.4,587.15,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,3105.TW,0.793,79.3,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,472.5,452.6,435.3,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-17,8086.TW,0.739,73.9,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 236 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,107.5,106.9,112.97,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,3363.TW,0.845,84.5,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,,684.0,682.4,692.65,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,3163.TW,0.807,80.7,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,,663.0,668.6,732.05,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,4979.TW,0.874,87.4,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,,547.0,546.6,585.2,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,3450.TW,0.892,89.2,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,Sumitomo Electric,541.0,513.9,557.67,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,4977.TW,0.776,77.6,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,,176.5,171.4,168.08,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-17,6451.TW,0.807,80.7,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,,421.0,415.6,437.15,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,3711.TW,0.761,76.1,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 235 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,605.0,613.4,604.2,多頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,2330.TW,0.716,71.6,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 232 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,2380.0,2400.0,2412.5,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,3008.TW,0.663,66.3,中度偏多延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,今國光,6225.0,6355.0,6589.75,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,3362.TW,0.574,57.4,中度偏多延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,今國光,177.0,175.5,191.62,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,3406.TW,0.723,72.3,強烈偏多延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,亞光,1005.0,1005.8,920.3,多頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,4585.TW,0.835,83.5,強烈偏多延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 239 天（樣本充足（>200，具統計意義））,所羅門,294.5,295.1,295.9,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,6415.TW,0.755,75.5,強烈偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,台達電,418.5,408.7,429.0,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,6526.TW,0.678,67.8,中度偏多延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,聯發科,629.0,629.2,620.15,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,3231.TW,0.723,72.3,強烈偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 105 天（樣本尚可（100–200，具參考意義））,南亞科,183.0,183.9,183.65,多頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,2615.TW,1.0,100.0,強烈偏多延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 239 天（樣本充足（>200，具統計意義））,陽明,115.0,112.7,115.3,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,8039.TW,0.089,8.9,方向不明/觀望,納入 3 檔關聯股；其中天數樣本最少的一檔為 250 天（樣本充足（>200，具統計意義））,台光電,275.5,275.0,298.7,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,2301.TW,0.58,58.0,中度偏多延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 224 天（樣本充足（>200，具統計意義））,台達電,277.0,278.7,291.95,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,2464.TW,1.0,100.0,強烈偏多延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,廣運,183.0,183.9,192.45,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,2059.TW,1.0,100.0,強烈偏多延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 250 天（樣本充足（>200，具統計意義））,勤誠,12045.0,12043.0,13398.25,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,6214.TW,0.9,90.0,強烈偏多延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 218 天（樣本充足（>200，具統計意義））,零壹,191.0,188.9,184.22,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-17,2395.TW,0.235,23.5,弱偏多延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,樺漢,695.0,676.6,676.05,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,2474.TW,0.955,95.5,強烈偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 231 天（樣本充足（>200，具統計意義））,晟銘電,207.0,204.9,206.45,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,8103.TW,0.872,87.2,強烈偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,台達電,120.0,113.8,113.1,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-17,6531.TW,0.521,52.1,中度偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 108 天（樣本尚可（100–200，具參考意義））,Samsung Electro-Mechanics,949.0,963.8,929.8,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,6770.TW,0.47,47.0,中度偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 107 天（樣本尚可（100–200，具參考意義））,Murata,69.9,70.16,70.23,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,2303.TW,0.259,25.9,弱偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 106 天（樣本尚可（100–200，具參考意義））,TDK,142.0,141.4,131.22,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,2421.TW,0.598,59.8,中度偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,台達電,160.5,162.7,161.8,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,4931.TW,0.282,28.2,弱偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 250 天（樣本充足（>200，具統計意義））,,236.0,234.7,251.05,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,6830.TW,0.605,60.5,中度偏多延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,日月光,529.0,552.11,539.25,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,7711.TW,0.564,56.4,中度偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 184 天（樣本尚可（100–200，具參考意義））,華擎,514.0,517.0,538.85,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-17,3234.TW,1.0,100.0,強烈偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 254 天（樣本充足（>200，具統計意義））,華星光,177.5,180.8,183.27,空頭排列,訊號未過濾(偏多),分數強烈偏多，但均線還不是多頭排列或尚未站上5日線，暫不列入推薦
2026-09-17,6291.TW,1.0,100.0,強烈偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 258 天（樣本充足（>200，具統計意義））,上詮,490.5,475.0,433.9,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
2026-09-17,4908.TW,1.0,100.0,強烈偏多延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 255 天（樣本充足（>200，具統計意義））,建準,240.5,237.6,207.55,多頭排列,推薦買進,分數強烈偏多，均線也是多頭排列且站上5日線，兩者一致
