日期,目標股,趨勢延續分數,趨勢延續分數_100,趨勢延續標籤,信心,主要貢獻1,收盤價,5日均線,20日均線,均線排列,均線濾網,均線濾網註記
2026-09-15,2363.TW,-0.504,-50.4,中度偏空延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,M31,51.4,52.24,51.35,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,3041.TW,-0.592,-59.2,中度偏空延續,納入 17 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,京元電,22.35,22.62,22.72,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,8299.TW,-0.742,-74.2,強烈偏空延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 239 天（樣本充足（>200，具統計意義））,創見,1935.0,2039.0,2067.25,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,2337.TW,-0.283,-28.3,弱偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,Infineon,116.0,122.3,122.85,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2344.TW,-0.319,-31.9,弱偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 255 天（樣本充足（>200，具統計意義））,兆易創新,160.0,176.4,177.47,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6239.TW,-0.784,-78.4,強烈偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 105 天（樣本尚可（100–200，具參考意義））,華邦電,271.5,278.4,275.98,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,2329.TW,-0.772,-77.2,強烈偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 107 天（樣本尚可（100–200，具參考意義））,南亞科,41.75,42.32,43.07,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,8110.TW,-0.772,-77.2,強烈偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 105 天（樣本尚可（100–200，具參考意義））,華邦電,41.5,42.83,44.34,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,8150.TW,-0.757,-75.7,強烈偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 108 天（樣本尚可（100–200，具參考意義））,南亞科,86.6,89.28,89.37,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,6147.TW,-0.109,-10.9,弱偏空延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,瑞鼎,189.0,191.8,179.47,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2449.TW,-0.731,-73.1,強烈偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 252 天（樣本充足（>200，具統計意義））,世芯,261.5,267.2,255.82,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,6257.TW,-0.765,-76.5,強烈偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,旺矽,210.0,213.4,208.35,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,3264.TW,-0.701,-70.1,強烈偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 257 天（樣本充足（>200，具統計意義））,世芯,227.5,232.7,223.07,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,6223.TW,-0.659,-65.9,中度偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,MJC,5595.0,5658.0,5388.75,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6510.TW,-0.623,-62.3,中度偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 239 天（樣本充足（>200，具統計意義））,雍智,3375.0,3550.0,3076.5,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6515.TW,-0.657,-65.7,中度偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,,6600.0,7111.0,6656.0,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6488.TW,-0.753,-75.3,強烈偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,Siltronic,900.0,926.4,961.5,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,5483.TW,-0.738,-73.8,強烈偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 234 天（樣本充足（>200，具統計意義））,SUMCO,176.5,178.8,180.57,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,3037.TW,-0.636,-63.6,中度偏空延續,納入 7 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,Ibiden,970.0,976.0,1035.85,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,8046.TW,-0.539,-53.9,中度偏空延續,納入 7 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,AT&S,1055.0,1072.0,1148.25,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,3189.TW,-0.562,-56.2,中度偏空延續,納入 7 檔關聯股；其中天數樣本最少的一檔為 236 天（樣本充足（>200，具統計意義））,AT&S,798.0,810.8,835.0,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,1815.TW,-0.526,-52.6,中度偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,建榮,120.0,127.7,119.12,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,1802.TW,-0.507,-50.7,中度偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,建榮,57.8,59.12,59.02,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,5475.TW,-0.548,-54.8,中度偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,建榮,176.0,184.6,185.55,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,1446.TW,-0.508,-50.8,中度偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 219 天（樣本充足（>200，具統計意義））,台燿,13.35,13.34,13.52,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,8358.TW,-0.497,-49.7,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,台燿,518.0,514.8,481.82,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,1303.TW,-0.577,-57.7,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,三井金屬,234.0,234.8,217.72,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,4989.TW,-0.407,-40.7,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,台燿,60.0,60.84,62.6,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2383.TW,-0.651,-65.1,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 255 天（樣本充足（>200，具統計意義））,金像電,5345.0,5362.0,5562.0,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6274.TW,-0.607,-60.7,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 255 天（樣本充足（>200，具統計意義））,金居,1410.0,1369.0,1437.0,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6213.TW,-0.542,-54.2,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 257 天（樣本充足（>200，具統計意義））,富喬,515.0,513.4,523.92,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2368.TW,-0.628,-62.8,中度偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,台燿,1020.0,1062.0,1067.95,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,3044.TW,-0.632,-63.2,中度偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,台燿,510.0,504.3,488.52,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2313.TW,-0.574,-57.4,中度偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 247 天（樣本充足（>200，具統計意義））,台燿,221.0,225.2,229.38,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2327.TW,-0.121,-12.1,弱偏空延續,納入 8 檔關聯股；其中天數樣本最少的一檔為 228 天（樣本充足（>200，具統計意義））,凱美,545.0,555.4,557.2,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2492.TW,0.037,3.7,方向不明/觀望,納入 8 檔關聯股；其中天數樣本最少的一檔為 231 天（樣本充足（>200，具統計意義））,凱美,305.5,312.0,293.15,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6173.TW,-0.07,-7.0,方向不明/觀望,納入 8 檔關聯股；其中天數樣本最少的一檔為 238 天（樣本充足（>200，具統計意義））,大毅,293.5,278.7,242.57,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2382.TW,-0.402,-40.2,中度偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,鴻海,332.5,335.3,334.0,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6669.TW,-0.459,-45.9,中度偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,勤誠,2270.0,2313.0,2322.18,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2376.TW,-0.416,-41.6,中度偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,鴻海,344.0,349.0,350.68,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2377.TW,-0.368,-36.8,弱偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 235 天（樣本充足（>200，具統計意義））,鴻海,150.5,151.6,149.62,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2357.TW,-0.214,-21.4,弱偏空延續,納入 10 檔關聯股；其中天數樣本最少的一檔為 232 天（樣本充足（>200，具統計意義））,Lenovo,934.0,956.6,960.9,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,3324.TW,-0.68,-68.0,中度偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 231 天（樣本充足（>200，具統計意義））,建準,1305.0,1353.0,1219.2,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,3017.TW,-0.698,-69.8,中度偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,建準,3310.0,3366.0,3245.25,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,3653.TW,-0.689,-68.9,中度偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,建準,5820.0,5740.0,5630.5,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,3081.TW,-0.914,-91.4,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,Sumitomo Electric,2745.0,2852.0,3046.5,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,2455.TW,-0.95,-95.0,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,Sumitomo Electric,535.0,530.0,473.7,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,4991.TW,-0.946,-94.6,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,Sumitomo Electric,445.0,476.5,493.55,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,4971.TW,-0.954,-95.4,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,Sumitomo Electric,531.0,586.8,586.55,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,3105.TW,-0.916,-91.6,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,444.0,449.7,425.88,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,8086.TW,-0.913,-91.3,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 234 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,105.5,109.2,113.83,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,3363.TW,-0.917,-91.7,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 242 天（樣本充足（>200，具統計意義））,,675.0,704.2,684.55,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,3163.TW,-0.891,-89.1,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,,656.0,701.0,738.2,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,4979.TW,-0.951,-95.1,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,,547.0,580.8,585.25,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,3450.TW,-0.988,-98.8,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,Sumitomo Electric,509.0,519.4,563.3,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,4977.TW,-0.878,-87.8,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,,167.0,173.2,166.03,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,6451.TW,-0.897,-89.7,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,,417.5,426.3,438.15,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,3711.TW,-0.983,-98.3,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 233 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,612.0,625.6,603.7,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,2330.TW,-0.995,-99.5,強烈偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 230 天（樣本充足（>200，具統計意義））,Mitsubishi Electric,2380.0,2438.0,2410.75,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,3008.TW,-1.0,-100.0,強烈偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 241 天（樣本充足（>200，具統計意義））,今國光,5995.0,6553.0,6517.75,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,3362.TW,-1.0,-100.0,強烈偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 240 天（樣本充足（>200，具統計意義））,今國光,168.5,181.5,192.2,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,3406.TW,-1.0,-100.0,強烈偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,亞光,954.0,1046.8,891.4,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,4585.TW,-1.0,-100.0,強烈偏空延續,納入 9 檔關聯股；其中天數樣本最少的一檔為 237 天（樣本充足（>200，具統計意義））,所羅門,298.0,294.5,296.23,空頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,6415.TW,-0.029,-2.9,方向不明/觀望,納入 12 檔關聯股；其中天數樣本最少的一檔為 244 天（樣本充足（>200，具統計意義））,台達電,414.0,409.7,432.05,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6526.TW,-0.312,-31.2,弱偏空延續,納入 12 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,聯發科,630.0,636.8,615.5,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,3231.TW,-0.676,-67.6,中度偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 103 天（樣本尚可（100–200，具參考意義））,南亞科,181.0,185.9,183.53,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2615.TW,0.096,9.6,方向不明/觀望,納入 3 檔關聯股；其中天數樣本最少的一檔為 237 天（樣本充足（>200，具統計意義））,陽明,113.0,112.9,114.53,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,8039.TW,0.091,9.1,方向不明/觀望,納入 3 檔關聯股；其中天數樣本最少的一檔為 250 天（樣本充足（>200，具統計意義））,台光電,274.0,282.7,298.88,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2301.TW,0.379,37.9,弱偏多延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 223 天（樣本充足（>200，具統計意義））,台達電,277.5,285.0,291.75,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2464.TW,-0.412,-41.2,中度偏空延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 251 天（樣本充足（>200，具統計意義））,廣運,175.5,190.9,192.47,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2059.TW,-1.0,-100.0,強烈偏空延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 248 天（樣本充足（>200，具統計意義））,勤誠,11990.0,12328.0,13633.5,空頭排列,留意/警示,分數強烈偏空，均線也是空頭排列且跌破5日線，兩者一致
2026-09-15,6214.TW,0.5,50.0,中度偏多延續,納入 4 檔關聯股；其中天數樣本最少的一檔為 217 天（樣本充足（>200，具統計意義））,零壹,187.5,187.2,182.9,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2395.TW,0.248,24.8,弱偏多延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 246 天（樣本充足（>200，具統計意義））,樺漢,670.0,662.8,675.7,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2474.TW,-0.102,-10.2,弱偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 229 天（樣本充足（>200，具統計意義））,晟銘電,205.5,204.8,206.32,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,8103.TW,0.577,57.7,中度偏多延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,台達電,113.0,114.2,109.75,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6531.TW,-0.536,-53.6,中度偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 106 天（樣本尚可（100–200，具參考意義））,Samsung Electro-Mechanics,962.0,983.6,922.85,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6770.TW,-0.404,-40.4,中度偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 105 天（樣本尚可（100–200，具參考意義））,Murata,70.7,71.8,70.2,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2303.TW,-0.442,-44.2,中度偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 104 天（樣本尚可（100–200，具參考意義））,TDK,142.5,141.2,128.93,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,2421.TW,0.121,12.1,弱偏多延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 245 天（樣本充足（>200，具統計意義））,台達電,163.0,166.1,160.4,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,4931.TW,-0.053,-5.3,方向不明/觀望,納入 6 檔關聯股；其中天數樣本最少的一檔為 249 天（樣本充足（>200，具統計意義））,,231.5,241.8,254.38,空頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6830.TW,-0.563,-56.3,中度偏空延續,納入 3 檔關聯股；其中天數樣本最少的一檔為 243 天（樣本充足（>200，具統計意義））,日月光,556.0,573.4,528.38,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,7711.TW,-1.0,-100.0,強烈偏空延續,納入 6 檔關聯股；其中天數樣本最少的一檔為 182 天（樣本尚可（100–200，具參考意義））,華擎,478.0,561.4,538.85,多頭排列,訊號未過濾(偏空),分數強烈偏空，但均線還不是空頭排列或尚未跌破5日線，暫不列入留意名單
2026-09-15,3234.TW,-0.496,-49.6,中度偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 253 天（樣本充足（>200，具統計意義））,華星光,174.0,192.2,180.33,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,6291.TW,-0.542,-54.2,中度偏空延續,納入 5 檔關聯股；其中天數樣本最少的一檔為 257 天（樣本充足（>200，具統計意義））,上詮,466.5,476.3,424.6,多頭排列,,非強烈訊號，不套用均線濾網
2026-09-15,4908.TW,-0.591,-59.1,中度偏空延續,納入 2 檔關聯股；其中天數樣本最少的一檔為 254 天（樣本充足（>200，具統計意義））,建準,225.5,239.6,199.45,多頭排列,,非強烈訊號，不套用均線濾網
