關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球競爭_同業,Siltronic,WAF.DE,5,-0.3101393420070033,0.20479700779435817,0.4376849890532455,0.37845886169389414,-31.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",20.5,43.8,37.8,弱同向連動,252,0.591,0.0056234098898708075,樣本充足（>200，具統計意義）,0.337
全球競爭_同業,SUMCO,3436.T,5,0.6715828181366331,0.4012931883335019,0.5649357746776481,0.5706453942062442,67.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",40.1,56.5,57.1,中度同向連動,245,0.502,1.0,樣本充足（>200，具統計意義）,0.287
全球競爭_同業,信越,4063.T,5,0.1704313807437588,0.18390999178172449,0.34753548198262735,0.44723057540807704,17.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",18.4,34.8,44.7,中度同向連動,245,0.543,0.24440725680808228,樣本充足（>200，具統計意義）,0.266
台灣高關聯股,南亞科,2408.TW,3,0.5053291930608597,0.17031028759049882,0.4100698841451761,0.45376111297318455,50.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",17.0,41.0,45.4,中度同向連動,258,0.484,0.6638432375876939,樣本充足（>200，具統計意義）,0.227
全球合作_需求端,,TSM,5,0.25262388811226066,-0.07824328725619327,0.055546286460598684,0.1306295682947478,25.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-7.8,5.6,13.1,弱同向連動,260,0.604,0.0013429854754613982,樣本充足（>200，具統計意義）,0.203
台灣高關聯股,台積電,2330.TW,5,0.11203377740395874,0.148996730074939,0.29074750444008296,0.3666018599743489,11.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",14.9,29.1,36.7,弱同向連動,247,0.51,0.9088279104361802,樣本充足（>200，具統計意義）,0.193
全球合作_需求端,Samsung,005930.KS,4,0.4020781063415555,-0.14648379951188506,0.27586033075164806,0.3542338505847304,40.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-14.6,27.6,35.4,弱同向連動,248,0.508,0.9760024224923346,樣本充足（>200，具統計意義）,0.185
全球合作_需求端,Intel,INTC,3,0.12094978333683246,-0.021119753055797382,0.18162584005017288,0.14573382523415737,12.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-2.1,18.2,14.6,弱同向連動,259,0.568,0.041861508720995,樣本充足（>200，具統計意義）,0.169
全球合作_需求端,,MU,5,0.5028955736196015,-0.150617799138778,0.09092629914269316,0.22292066606741226,50.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-15.1,9.1,22.3,弱同向連動,260,0.55,0.14505992010036287,樣本充足（>200，具統計意義）,0.161
