關聯欄位,公司名稱,股票代號,原始星等,corr_20d,corr_60d,corr_120d,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球合作_需求端,台積電,2330.TW,5,0.5189929345088506,0.5155049839116923,0.4759916270517693,238,0.471,0.4037956902406993,樣本充足（>200，具統計意義）,0.238
台灣高關聯股,京元電,2449.TW,4,0.06352119907051842,0.46552507752463534,0.4550159659470639,249,0.474,0.45731898731949827,樣本充足（>200，具統計意義）,0.228
台灣高關聯股,穎崴,6515.TW,4,-0.18316163078672654,0.5360727193645509,0.4567662834454488,252,0.496,0.9519041042896145,樣本充足（>200，具統計意義）,0.228
全球上游_供應,,ARM,4,0.3787366841131976,0.3363208894835118,0.18223002321404505,252,0.575,0.02365333528213753,樣本充足（>200，具統計意義）,0.2
全球合作_需求端,,AMZN,0,-0.3268130882893291,0.16677699357237583,0.14322858848361222,252,0.583,0.011910216784801003,樣本充足（>200，具統計意義）,0.186
全球上游_供應,,CDNS,4,0.17877867966572913,0.23063833496533254,0.16395760550336447,252,0.567,0.041680511384134034,樣本充足（>200，具統計意義）,0.179
全球競爭_同業,,MRVL,5,0.34459333010931986,0.3119046344594639,0.10788572771651411,251,0.586,0.01025597461325592,樣本充足（>200，具統計意義）,0.168
全球競爭_同業,,AVGO,5,0.2759637704695087,0.188589359449915,0.08425295269018693,252,0.595,0.003783862592371988,樣本充足（>200，具統計意義）,0.165
全球上游_供應,,SNPS,4,-0.08006979014537216,0.1497410617241059,0.17027762529990106,252,0.544,0.2006527849375744,樣本充足（>200，具統計意義）,0.129
全球合作_需求端,台積電,TSM,5,0.3779822034750919,0.28575584370768026,0.10220218922376856,252,0.56,0.08189120303105255,樣本充足（>200，具統計意義）,0.111
全球合作_需求端,,GOOGL,0,-0.46568864681164446,0.022904395537973035,0.03505899744513371,252,0.563,0.05985094676936435,樣本充足（>200，具統計意義）,0.081
全球合作_需求端,,MSFT,0,-0.2374705536934707,0.11029046728535062,0.05657296702523878,252,0.528,0.4495632817821441,樣本充足（>200，具統計意義）,0.056
全球合作_需求端,,META,0,0.0672305876733075,0.09472259557107783,0.04026063669085498,252,0.516,0.7075988171750145,樣本充足（>200，具統計意義）,0.036
