關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球上游_供應,M31,6643.TW,4,0.4509697816702785,0.5453808138490217,0.31248669624224507,0.40788324874751813,45.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",54.5,31.2,40.8,中度同向連動,252,0.492,0.7632799442808583,樣本充足（>200，具統計意義）,0.204
全球上游_供應,,ARM,4,0.2294595036572442,0.19293467249588034,0.20233441766529203,0.15164591571773553,22.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",19.3,20.2,15.2,弱同向連動,254,0.587,0.007356945080672287,樣本充足（>200，具統計意義）,0.195
全球上游_供應,力旺,3529.TW,4,0.4867815768291511,0.4148954096153942,0.455029514209031,0.3790101244921243,48.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",41.5,45.5,37.9,弱同向連動,250,0.496,0.8902698129536089,樣本充足（>200，具統計意義）,0.19
全球合作_需求端,台積電,2330.TW,5,0.32791447821681485,0.2873221035782946,0.3070044684035746,0.36817688739490484,32.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",28.7,30.7,36.8,弱同向連動,240,0.458,0.34769012910416974,樣本充足（>200，具統計意義）,0.184
台灣高關聯股,京元電,2449.TW,4,-0.03516323517008801,0.1531331357748688,0.36953733136984385,0.3366414477466146,-3.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",15.3,37.0,33.7,弱同向連動,250,0.44,0.08522468100093937,樣本充足（>200，具統計意義）,0.168
台灣高關聯股,穎崴,6515.TW,4,0.5957941361733491,0.2629900928434883,0.3933940385667031,0.27123412724328694,59.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",26.3,39.3,27.1,弱同向連動,254,0.528,0.3648483518053057,樣本充足（>200，具統計意義）,0.163
台灣高關聯股,精測,6510.TW,4,0.47897146274967395,0.014818944327417063,0.25102554099358415,0.23227959046213603,47.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",1.5,25.1,23.2,弱同向連動,250,0.504,1.0,樣本充足（>200，具統計意義）,0.12
全球上游_供應,,SNPS,4,0.27624642637922314,-0.097668851490697,0.02980457220841867,0.1539572064720857,27.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-9.8,3.0,15.4,弱同向連動,254,0.535,0.40254142044106034,樣本充足（>200，具統計意義）,0.112
台灣高關聯股,旺矽,6223.TW,4,0.12704613481447494,-0.275191919441953,0.2679187518204738,0.21873684025622595,12.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-27.5,26.8,21.9,弱同向連動,252,0.46,0.3401166499088696,樣本充足（>200，具統計意義）,0.109
全球上游_供應,,CDNS,4,-0.10874465328069605,-0.13500184717165659,0.044972745511673545,0.18984128875523457,-10.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-13.5,4.5,19.0,弱同向連動,254,0.504,1.0,樣本充足（>200，具統計意義）,0.099
全球合作_需求端,台積電,TSM,5,0.18560410506078917,0.06051845279924195,0.16122466285962248,0.08666002852028756,18.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",6.1,16.1,8.7,幾乎無關聯,254,0.555,0.07565134892107742,樣本充足（>200，具統計意義）,0.098
全球合作_需求端,,GOOGL,0,-0.002462812334289972,-0.010929672427253614,0.015069781251515034,-0.018342701175030424,-0.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-1.1,1.5,-1.8,幾乎無關聯,254,0.567,0.03896790539550866,樣本充足（>200，具統計意義）,0.091
全球競爭_同業,,AVGO,5,0.0278168096541762,-0.12239485232861066,0.11072248782001139,0.006340398955524386,2.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-12.2,11.1,0.6,幾乎無關聯,254,0.567,0.03896790539550866,樣本充足（>200，具統計意義）,0.084
全球競爭_同業,,MRVL,5,-0.18708642104917844,0.006070504774215798,0.11496072866910646,0.03528237697051288,-18.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",0.6,11.5,3.5,幾乎無關聯,253,0.553,0.07860865811263801,樣本充足（>200，具統計意義）,0.071
全球合作_需求端,,AMZN,0,0.14832252832166606,0.17942726633535827,0.13103105155796188,0.040467195908460867,14.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",17.9,13.1,4.0,幾乎無關聯,254,0.547,0.17993616801353884,樣本充足（>200，具統計意義）,0.067
全球合作_需求端,,META,0,-0.14457271279160078,0.049188644863921195,0.0804407466047765,-0.022981411864627342,-14.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",4.9,8.0,-2.3,幾乎無關聯,254,0.465,0.32789949655953776,樣本充足（>200，具統計意義）,0.011
全球合作_需求端,,MSFT,0,0.23211944784519017,0.18860579135169064,0.015422743276878743,-0.0048244044316094956,23.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",18.9,1.5,-0.5,幾乎無關聯,254,0.488,0.772188998939026,樣本充足（>200，具統計意義）,0.002
