關聯欄位,公司名稱,股票代號,原始星等,corr_20d,corr_60d,corr_120d,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
台灣高關聯股,建準,2421.TW,3,0.6397471559005071,0.4979667833275798,0.4676599567148031,250,0.492,0.9009295604144125,樣本充足（>200，具統計意義）,0.234
台灣高關聯股,瀚荃,8103.TW,4,0.5137358505758299,0.5641286763525994,0.36958091466513365,249,0.49,0.8541478364095112,樣本充足（>200，具統計意義）,0.185
