關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球競爭_同業,Samsung,005930.KS,4,-0.33453898192696935,-0.4980491470006062,-0.45175028765215663,-0.32074692971164975,-33.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-49.8,-45.2,-32.1,弱反向連動,254,0.543,0.27708257767190814,樣本充足（>200，具統計意義）,0.204
全球上游_供應,,TSM,5,-0.6291981899721363,-0.5696691904927618,-0.09702814487656142,0.04421095824212506,-62.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-57.0,-9.7,4.4,幾乎無關聯,274,0.544,0.20391465988582363,樣本充足（>200，具統計意義）,0.066
