關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球合作_需求端,,AMZN,0,0.7648096214214907,0.7708766186985017,0.7035161202457161,0.6231405299096645,76.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",77.1,70.4,62.3,中度同向連動,285,0.516,0.6856950182254276,樣本充足（>200，具統計意義）,0.327
全球合作_需求端,,META,0,0.03475452794524,0.16569317913822798,0.36914916998026004,0.2764027715857357,3.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",16.6,36.9,27.6,弱同向連動,285,0.467,0.30877713246969785,樣本充足（>200，具統計意義）,0.138
全球合作_需求端,台積電,TSM,5,0.13505174082188806,-0.037945830298794524,0.0998480771908963,0.21334643438213677,13.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-3.8,10.0,21.3,弱同向連動,285,0.516,0.6980299522529252,樣本充足（>200，具統計意義）,0.122
全球競爭_同業,,AVGO,5,0.10636860960311854,-0.07327340943646851,0.1434589746129737,0.14510689957105516,10.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-7.3,14.3,14.5,弱同向連動,285,0.54,0.21801468577005886,樣本充足（>200，具統計意義）,0.113
台灣高關聯股,京元電,2449.TW,4,-0.08923694993988975,0.03038808713852843,0.17073382403405132,0.18330516734248822,-8.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",3.0,17.1,18.3,弱同向連動,262,0.519,0.6263168633381225,樣本充足（>200，具統計意義）,0.111
全球上游_供應,,CDNS,4,-0.0030257187919205046,0.0929743813585303,0.20353990023286267,0.1528547208606239,-0.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",9.3,20.4,15.3,弱同向連動,285,0.519,0.5866987382509743,樣本充足（>200，具統計意義）,0.096
全球合作_需求端,,MSFT,0,0.7246868018640974,0.6232638488121872,0.2761736680152509,0.16791408429687846,72.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",62.3,27.6,16.8,弱同向連動,285,0.509,0.857769103521511,樣本充足（>200，具統計意義）,0.093
台灣高關聯股,穎崴,6515.TW,4,-0.10216219935348742,-0.17489809717972685,0.08478984998552863,0.16564514733508168,-10.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-17.5,8.5,16.6,弱同向連動,266,0.485,0.6875519335578565,樣本充足（>200，具統計意義）,0.083
全球上游_供應,,SNPS,4,0.011262854957245641,0.016722571000369228,0.17644273333647947,0.11660923931723116,1.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",1.7,17.6,11.7,弱同向連動,285,0.519,0.5825298927757987,樣本充足（>200，具統計意義）,0.078
全球上游_供應,M31,6643.TW,4,-0.01589044625633996,-0.05630734433848603,0.16314400918928026,0.10473917290389077,-1.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-5.6,16.3,10.5,弱同向連動,264,0.519,0.5979121413884884,樣本充足（>200，具統計意義）,0.071
全球上游_供應,,ARM,4,0.09754737485889875,0.012376085065408203,-0.004077440231012583,0.1326921129617071,9.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",1.2,-0.4,13.3,弱同向連動,285,0.488,0.7546565277077592,樣本充足（>200，具統計意義）,0.066
全球合作_需求端,台積電,2330.TW,5,-0.07843930740180577,-0.16000555481659637,0.14372936516118376,0.0925595669347788,-7.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-16.0,14.4,9.3,幾乎無關聯,251,0.482,0.6113957252603084,樣本充足（>200，具統計意義）,0.046
全球競爭_同業,,MRVL,5,-0.17584102909474558,-0.2382671198114422,0.007097134738777019,0.047332671572778595,-17.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-23.8,0.7,4.7,幾乎無關聯,284,0.521,0.5826745465334988,樣本充足（>200，具統計意義）,0.045
台灣高關聯股,旺矽,6223.TW,4,0.42000704658060284,0.057101839010475726,-0.013786323076644246,0.08383012097618878,42.0,"樣本僅10天,樣本<30,僅供觀察,不影響權重",5.7,-1.4,8.4,幾乎無關聯,265,0.502,1.0,樣本充足（>200，具統計意義）,0.044
全球上游_供應,力旺,3529.TW,4,-0.20122110036764562,-0.29568208831796744,0.016343399896457302,0.05997274524252174,-20.1,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-29.6,1.6,6.0,幾乎無關聯,263,0.51,0.83147967959349,樣本充足（>200，具統計意義）,0.039
台灣高關聯股,精測,6510.TW,4,-0.192470437931647,-0.2977871223169025,0.06411513056391213,0.024759959998678412,-19.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-29.8,6.4,2.5,幾乎無關聯,261,0.506,0.93527902967984,樣本充足（>200，具統計意義）,0.018
