關聯欄位,公司名稱,股票代號,原始星等,corr_20d,corr_60d,corr_120d,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
台灣高關聯股,南亞科,2408.TW,3,0.4051235137048231,0.5333171454961866,0.4366352675878738,244,0.553,0.15027371797290034,樣本充足（>200，具統計意義）,0.272
台灣高關聯股,台積電,2330.TW,5,0.09951953530811401,0.3976754023823933,0.42643532089704284,232,0.53,0.4761253057345396,樣本充足（>200，具統計意義）,0.243
全球競爭_同業,Siltronic,WAF.DE,5,-0.2849233618764516,0.23606630805211545,0.19276786648103772,248,0.585,0.011405376818706516,樣本充足（>200，具統計意義）,0.217
全球競爭_同業,SUMCO,3436.T,5,-0.14761303476291415,0.28492634425962743,0.3503865086998985,231,0.528,0.5009023008091622,樣本充足（>200，具統計意義）,0.203
全球合作_需求端,,TSM,5,-0.16311335128787768,0.09145636682713032,0.0871404295211077,246,0.614,0.000706541299795741,樣本充足（>200，具統計意義）,0.189
全球合作_需求端,Intel,INTC,3,-0.147432144748533,0.13344001486933574,0.12729684150892157,245,0.588,0.009966123771235562,樣本充足（>200，具統計意義）,0.182
全球合作_需求端,Samsung,005930.KS,4,0.014678833941626949,0.25542570507210727,0.24514540865718873,235,0.553,0.1789543990748489,樣本充足（>200，具統計意義）,0.176
全球競爭_同業,信越,4063.T,5,0.19102998533816257,0.3892603596232971,0.3411792237598541,231,0.481,0.6205642231174253,樣本充足（>200，具統計意義）,0.171
全球合作_需求端,,MU,5,-0.13202699456723546,0.02011491096625623,0.11150566182248917,246,0.541,0.29738614367899896,樣本充足（>200，具統計意義）,0.096
