關聯欄位,公司名稱,股票代號,原始星等,corr_10d,corr_20d,corr_60d,corr_120d,corr_10d_x100,corr_10d_註記,corr_20d_x100,corr_60d_x100,corr_120d_x100,corr_120d_標籤,lag_n,lag_win_rate,lag_chi2_pvalue,樣本可信度,composite_weight
全球合作_需求端,,AMZN,0,0.766180728605017,0.7808498877813879,0.7029885742766062,0.6274261538706364,76.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",78.1,70.3,62.7,中度同向連動,287,0.516,0.6846097292814927,樣本充足（>200，具統計意義）,0.329
全球合作_需求端,,META,0,0.31833582313872827,0.19216581113273065,0.3602503974141524,0.2701526550817863,31.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",19.2,36.0,27.0,弱同向連動,287,0.47,0.370235131254985,樣本充足（>200，具統計意義）,0.135
台灣高關聯股,京元電,2449.TW,4,0.18901098823632087,0.18424284957644751,0.19287119844428283,0.21629614498297348,18.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",18.4,19.3,21.6,弱同向連動,264,0.515,0.7175508060946874,樣本充足（>200，具統計意義）,0.123
全球合作_需求端,台積電,TSM,5,0.24691989167636108,0.08587268372518946,0.030577725829691267,0.21702358306211197,24.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",8.6,3.1,21.7,弱同向連動,287,0.512,0.7883492779188426,樣本充足（>200，具統計意義）,0.121
全球競爭_同業,,AVGO,5,0.22507851061139755,0.04046875843582688,0.13538151626831835,0.15093386397720385,22.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",4.0,13.5,15.1,弱同向連動,287,0.537,0.26723495209233306,樣本充足（>200，具統計意義）,0.112
全球合作_需求端,,MSFT,0,0.43319021642719124,0.5251608678323053,0.299075315560395,0.16748545723360014,43.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",52.5,29.9,16.7,弱同向連動,287,0.512,0.7667181313215763,樣本充足（>200，具統計意義）,0.096
全球上游_供應,,CDNS,4,-0.07464149422927893,0.08739450833335005,0.2016964111500791,0.1432391087775328,-7.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",8.7,20.2,14.3,弱同向連動,287,0.519,0.5900981929926915,樣本充足（>200，具統計意義）,0.091
台灣高關聯股,穎崴,6515.TW,4,-0.43494970895305574,-0.2820922539598752,0.06506273822436702,0.17628687378919602,-43.5,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-28.2,6.5,17.6,弱同向連動,268,0.489,0.7810801888366132,樣本充足（>200，具統計意義）,0.088
全球上游_供應,M31,6643.TW,4,0.27735777272027506,0.19413728737969152,0.19866902797419994,0.13953187356206248,27.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",19.4,19.9,14.0,弱同向連動,266,0.515,0.6875519335578565,樣本充足（>200，具統計意義）,0.085
全球上游_供應,,SNPS,4,0.008823102518263556,0.029499835216989113,0.19596447286432003,0.11519680793159871,0.9,"樣本僅10天,樣本<30,僅供觀察,不影響權重",2.9,19.6,11.5,弱同向連動,287,0.519,0.5860008624678188,樣本充足（>200，具統計意義）,0.077
全球上游_供應,,ARM,4,0.061912792446152665,-0.0029316936426818092,-0.04174152132943903,0.12208846445631859,6.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-0.3,-4.2,12.2,弱同向連動,287,0.484,0.6675761372228486,樣本充足（>200，具統計意義）,0.061
台灣高關聯股,旺矽,6223.TW,4,-0.3024917760535516,-0.2621530294436324,-0.005714630483499008,0.08232327391408183,-30.2,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-26.2,-0.6,8.2,幾乎無關聯,267,0.506,0.9856574734404797,樣本充足（>200，具統計意義）,0.047
全球合作_需求端,台積電,2330.TW,5,-0.5329984518902751,-0.29904205931676753,0.09388874768993266,0.09142582809624043,-53.3,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-29.9,9.4,9.1,幾乎無關聯,252,0.484,0.6508903278003284,樣本充足（>200，具統計意義）,0.046
台灣高關聯股,精測,6510.TW,4,0.037314981516639444,-0.1465824176047343,0.14770333087469945,0.06957364066944037,3.7,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-14.7,14.8,7.0,幾乎無關聯,263,0.502,1.0,樣本充足（>200，具統計意義）,0.037
全球競爭_同業,,MRVL,5,0.06629585134657993,-0.16627287614391253,-0.030108684536269272,0.035920276674214394,6.6,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-16.6,-3.0,3.6,幾乎無關聯,286,0.517,0.6679486163063162,樣本充足（>200，具統計意義）,0.035
全球上游_供應,力旺,3529.TW,4,-0.48801313569703164,-0.32124845115435413,-0.015025702052481545,0.04678293827737132,-48.8,"樣本僅10天,樣本<30,僅供觀察,不影響權重",-32.1,-1.5,4.7,幾乎無關聯,265,0.509,0.8355911499511937,樣本充足（>200，具統計意義）,0.033
